,Driver,Stint,Compound,GP,Year,StintLength
545,BOT,2.0,MEDIUM,Imola,2019,23
546,BOT,2.0,MEDIUM,Imola,2021,1
547,BOT,2.0,MEDIUM,Imola,2022,43
548,BOT,2.0,MEDIUM,Imola,2023,24
549,BOT,2.0,MEDIUM,Japan,2019,18
550,BOT,2.0,MEDIUM,Japan,2020,22
551,BOT,2.0,MEDIUM,Japan,2021,27
552,BOT,2.0,MEDIUM,Miami,2020,22
553,BOT,2.0,MEDIUM,Miami,2021,1
554,BOT,2.0,MEDIUM,Monaco,2020,1
555,BOT,2.0,MEDIUM,Monza,2019,23
556,BOT,2.0,MEDIUM,Monza,2020,1
557,BOT,2.0,MEDIUM,Monza,2021,22
558,BOT,2.0,MEDIUM,Monza,2023,24
559,BOT,2.0,MEDIUM,Netherlands,2019,34
560,BOT,2.0,MEDIUM,Netherlands,2020,1
561,BOT,2.0,MEDIUM,Netherlands,2021,34
562,BOT,2.0,MEDIUM,Netherlands,2023,26
563,BOT,2.0,MEDIUM,Qatar,2023,15
564,BOT,2.0,MEDIUM,Saudi Arabia,2019,34
565,BOT,2.0,MEDIUM,Singapore,2020,22
566,BOT,2.0,MEDIUM,Singapore,2023,8
567,BOT,2.0,MEDIUM,Spain,2019,17
568,BOT,2.0,MEDIUM,Spain,2020,22
569,BOT,2.0,MEDIUM,Spain,2021,27
570,BOT,2.0,MEDIUM,Spain,2022,19
571,BOT,2.0,SOFT,Great Britain,2023,14
572,BOT,2.0,SOFT,Japan,2023,1
573,BOT,2.0,SOFT,Monza,2022,10
574,BOT,2.0,SOFT,Netherlands,2022,17
575,BOT,2.0,SOFT,Singapore,2022,19
576,BOT,3.0,HARD,Austin,2020,11
577,BOT,3.0,HARD,Austin,2021,21
578,BOT,3.0,HARD,Austin,2023,27
579,BOT,3.0,HARD,Australia,2020,11
580,BOT,3.0,HARD,Australia,2023,40
581,BOT,3.0,HARD,Austria,2020,11
582,BOT,3.0,HARD,Austria,2022,55
583,BOT,3.0,HARD,Azerbaijan,2020,11
584,BOT,3.0,HARD,Azerbaijan,2023,21
585,BOT,3.0,HARD,Bahrain,2020,16
586,BOT,3.0,HARD,Bahrain,2021,23
587,BOT,3.0,HARD,Bahrain,2023,25
588,BOT,3.0,HARD,Brazil,2020,16
589,BOT,3.0,HARD,Great Britain,2021,29
590,BOT,3.0,HARD,Hungary,2023,28
591,BOT,3.0,HARD,Mexico,2023,35
592,BOT,3.0,HARD,Monaco,2019,62
593,BOT,3.0,HARD,Monaco,2022,31
594,BOT,3.0,HARD,Qatar,2020,11
595,BOT,3.0,HARD,Qatar,2022,55
596,BOT,3.0,HARD,Qatar,2023,17
597,BOT,3.0,HARD,Spain,2023,25
598,BOT,3.0,MEDIUM,Austin,2019,20
599,BOT,3.0,MEDIUM,Austria,2023,18
600,BOT,3.0,MEDIUM,Bahrain,2022,7
601,BOT,3.0,MEDIUM,Belgium,2023,19
602,BOT,3.0,MEDIUM,Brazil,2019,9
603,BOT,3.0,MEDIUM,Brazil,2021,17
604,BOT,3.0,MEDIUM,Canada,2020,21
605,BOT,3.0,MEDIUM,China,2019,19
606,BOT,3.0,MEDIUM,Hungary,2019,22
607,BOT,3.0,MEDIUM,Hungary,2020,15
608,BOT,3.0,MEDIUM,Mexico,2020,21
609,BOT,3.0,MEDIUM,Mexico,2021,20
610,BOT,3.0,MEDIUM,Monaco,2020,25
611,BOT,3.0,MEDIUM,Monza,2020,25
612,BOT,3.0,MEDIUM,Netherlands,2022,16
613,BOT,3.0,MEDIUM,Saudi Arabia,2023,15
614,BOT,3.0,MEDIUM,Singapore,2020,15
615,BOT,3.0,MEDIUM,Spain,2022,31
616,BOT,3.0,SOFT,Bahrain,2019,15
617,BOT,3.0,SOFT,Brazil,2022,17
618,BOT,3.0,SOFT,Brazil,2023,13
619,BOT,3.0,SOFT,Canada,2019,2
620,BOT,3.0,SOFT,Canada,2021,12
621,BOT,3.0,SOFT,Great Britain,2019,6
622,BOT,3.0,SOFT,Great Britain,2020,1
623,BOT,3.0,SOFT,Imola,2020,6
624,BOT,3.0,SOFT,Japan,2019,16
625,BOT,3.0,SOFT,Japan,2020,14
626,BOT,3.0,SOFT,Japan,2021,12
627,BOT,3.0,SOFT,Miami,2020,14
628,BOT,3.0,SOFT,Netherlands,2021,4
629,BOT,3.0,SOFT,Netherlands,2023,10
630,BOT,3.0,SOFT,Spain,2019,14
631,BOT,3.0,SOFT,Spain,2020,14
632,BOT,3.0,SOFT,Spain,2021,12
633,BOT,4.0,HARD,Austria,2023,29
634,BOT,4.0,HARD,Brazil,2021,10
635,BOT,4.0,HARD,Canada,2020,10
636,BOT,4.0,HARD,Hungary,2020,20
637,BOT,4.0,HARD,Mexico,2020,10
638,BOT,4.0,HARD,Qatar,2023,17
639,BOT,4.0,HARD,Singapore,2020,20
640,BOT,4.0,MEDIUM,Azerbaijan,2023,15
641,BOT,4.0,MEDIUM,Bahrain,2020,12
642,BOT,4.0,MEDIUM,Bahrain,2021,1
643,BOT,4.0,MEDIUM,Brazil,2020,12
644,BOT,4.0,MEDIUM,Brazil,2023,19
645,BOT,4.0,MEDIUM,Japan,2020,1
646,BOT,4.0,MEDIUM,Miami,2020,1
647,BOT,4.0,MEDIUM,Saudi Arabia,2021,25
648,BOT,4.0,MEDIUM,Spain,2020,1
649,BOT,4.0,SOFT,Azerbaijan,2021,1
650,BOT,4.0,SOFT,Bahrain,2022,7
651,BOT,4.0,SOFT,Mexico,2021,2
652,BOT,4.0,SOFT,Saudi Arabia,2023,13
653,BOT,5.0,HARD,Brazil,2021,29
654,BOT,5.0,MEDIUM,Bahrain,2020,14
655,BOT,5.0,MEDIUM,Brazil,2020,14
656,BOT,5.0,SOFT,Mexico,2021,1
657,BOT,6.0,SOFT,Canada,2020,13
658,BOT,6.0,SOFT,Mexico,2020,13
659,GAS,1.0,HARD,Abu Dhabi,2021,34
660,GAS,1.0,HARD,Belgium,2020,20
661,GAS,1.0,HARD,China,2021,30
662,GAS,1.0,HARD,Monaco,2023,45
663,GAS,1.0,HARD,Monza,2021,1
664,GAS,1.0,HARD,Singapore,2019,30
665,GAS,1.0,MEDIUM,Abu Dhabi,2023,16
666,GAS,1.0,MEDIUM,Austin,2020,19
667,GAS,1.0,MEDIUM,Austin,2021,9
668,GAS,1.0,MEDIUM,Austin,2022,11
669,GAS,1.0,MEDIUM,Austin,2023,17
670,GAS,1.0,MEDIUM,Australia,2019,35
671,GAS,1.0,MEDIUM,Australia,2020,19
672,GAS,1.0,MEDIUM,Australia,2022,15
673,GAS,1.0,MEDIUM,Austria,2020,19
674,GAS,1.0,MEDIUM,Austria,2022,10
675,GAS,1.0,MEDIUM,Azerbaijan,2019,36
676,GAS,1.0,MEDIUM,Azerbaijan,2020,19
677,GAS,1.0,MEDIUM,Azerbaijan,2022,7
678,GAS,1.0,MEDIUM,Azerbaijan,2023,3
679,GAS,1.0,MEDIUM,Belgium,2022,5
680,GAS,1.0,MEDIUM,Brazil,2021,4
681,GAS,1.0,MEDIUM,Canada,2022,3
682,GAS,1.0,MEDIUM,China,2022,3
683,GAS,1.0,MEDIUM,Great Britain,2019,11
684,GAS,1.0,MEDIUM,Great Britain,2020,6
685,GAS,1.0,MEDIUM,Great Britain,2023,30
686,GAS,1.0,MEDIUM,Hungary,2019,27
687,GAS,1.0,MEDIUM,Imola,2019,25
688,GAS,1.0,MEDIUM,Imola,2023,8
689,GAS,1.0,MEDIUM,Japan,2023,12
690,GAS,1.0,MEDIUM,Mexico,2021,27
691,GAS,1.0,MEDIUM,Mexico,2022,38
692,GAS,1.0,MEDIUM,Mexico,2023,26
693,GAS,1.0,MEDIUM,Miami,2022,16
694,GAS,1.0,MEDIUM,Miami,2023,14
695,GAS,1.0,MEDIUM,Monza,2019,25
696,GAS,1.0,MEDIUM,Monza,2022,17
697,GAS,1.0,MEDIUM,Monza,2023,8
698,GAS,1.0,MEDIUM,Netherlands,2019,35
699,GAS,1.0,MEDIUM,Netherlands,2020,26
700,GAS,1.0,MEDIUM,Qatar,2020,19
701,GAS,1.0,MEDIUM,Qatar,2022,10
702,GAS,1.0,MEDIUM,Qatar,2023,5
703,GAS,1.0,MEDIUM,Saudi Arabia,2019,35
704,GAS,1.0,MEDIUM,Saudi Arabia,2021,8
705,GAS,1.0,MEDIUM,Saudi Arabia,2022,14
706,GAS,1.0,MEDIUM,Saudi Arabia,2023,13
707,GAS,1.0,MEDIUM,Singapore,2023,18
708,GAS,1.0,SOFT,Abu Dhabi,2020,8
709,GAS,1.0,SOFT,Abu Dhabi,2022,13
710,GAS,1.0,SOFT,Austin,2019,19
711,GAS,1.0,SOFT,Australia,2021,1
712,GAS,1.0,SOFT,Australia,2023,3
713,GAS,1.0,SOFT,Austria,2019,24
714,GAS,1.0,SOFT,Austria,2021,1
715,GAS,1.0,SOFT,Azerbaijan,2021,10
716,GAS,1.0,SOFT,Bahrain,2019,7
717,GAS,1.0,SOFT,Bahrain,2022,13
718,GAS,1.0,SOFT,Bahrain,2023,7
719,GAS,1.0,SOFT,Belgium,2019,9
720,GAS,1.0,SOFT,Belgium,2023,21
721,GAS,1.0,SOFT,Brazil,2019,20
722,GAS,1.0,SOFT,Brazil,2022,12
723,GAS,1.0,SOFT,Canada,2019,5
724,GAS,1.0,SOFT,Canada,2021,11
725,GAS,1.0,SOFT,Canada,2023,7
726,GAS,1.0,SOFT,China,2019,16
727,GAS,1.0,SOFT,China,2020,12
728,GAS,1.0,SOFT,China,2023,7
729,GAS,1.0,SOFT,Hungary,2022,13
730,GAS,1.0,SOFT,Hungary,2023,1
731,GAS,1.0,SOFT,Imola,2020,7
732,GAS,1.0,SOFT,Japan,2019,18
733,GAS,1.0,SOFT,Japan,2020,19
734,GAS,1.0,SOFT,Japan,2021,11
735,GAS,1.0,SOFT,Mexico,2019,5
736,GAS,1.0,SOFT,Miami,2019,5
737,GAS,1.0,SOFT,Miami,2020,19
738,GAS,1.0,SOFT,Monaco,2019,11
739,GAS,1.0,SOFT,Monaco,2020,17
740,GAS,1.0,SOFT,Monaco,2021,28
741,GAS,1.0,SOFT,Monza,2020,17
742,GAS,1.0,SOFT,Netherlands,2021,23
743,GAS,1.0,SOFT,Netherlands,2022,9
744,GAS,1.0,SOFT,Qatar,2019,24
745,GAS,1.0,SOFT,Qatar,2021,11
746,GAS,1.0,SOFT,Saudi Arabia,2020,8
747,GAS,1.0,SOFT,Spain,2019,20
748,GAS,1.0,SOFT,Spain,2020,19
749,GAS,1.0,SOFT,Spain,2021,11
750,GAS,1.0,SOFT,Spain,2022,8
751,GAS,1.0,SOFT,Spain,2023,17
752,GAS,2.0,HARD,Abu Dhabi,2019,50
753,GAS,2.0,HARD,Abu Dhabi,2020,42
754,GAS,2.0,HARD,Abu Dhabi,2022,42
755,GAS,2.0,HARD,Abu Dhabi,2023,14
756,GAS,2.0,HARD,Austin,2019,32
757,GAS,2.0,HARD,Austin,2020,20
758,GAS,2.0,HARD,Austin,2021,2
759,GAS,2.0,HARD,Austin,2022,12
760,GAS,2.0,HARD,Australia,2020,20
761,GAS,2.0,HARD,Australia,2022,30
762,GAS,2.0,HARD,Australia,2023,41
763,GAS,2.0,HARD,Austria,2019,44
764,GAS,2.0,HARD,Austria,2020,20
765,GAS,2.0,HARD,Azerbaijan,2020,20
766,GAS,2.0,HARD,Azerbaijan,2021,29
767,GAS,2.0,HARD,Azerbaijan,2022,38
768,GAS,2.0,HARD,Azerbaijan,2023,13
769,GAS,2.0,HARD,Bahrain,2020,17
770,GAS,2.0,HARD,Bahrain,2021,13
771,GAS,2.0,HARD,Bahrain,2023,14
772,GAS,2.0,HARD,Belgium,2022,11
773,GAS,2.0,HARD,Brazil,2020,17
774,GAS,2.0,HARD,Canada,2019,62
775,GAS,2.0,HARD,Canada,2022,25
776,GAS,2.0,HARD,Canada,2023,16
777,GAS,2.0,HARD,China,2019,18
778,GAS,2.0,HARD,China,2020,22
779,GAS,2.0,HARD,China,2022,25
780,GAS,2.0,HARD,China,2023,16
781,GAS,2.0,HARD,Great Britain,2019,35
782,GAS,2.0,HARD,Great Britain,2020,33
783,GAS,2.0,HARD,Hungary,2019,40
784,GAS,2.0,HARD,Imola,2023,19
785,GAS,2.0,HARD,Japan,2023,15
786,GAS,2.0,HARD,Mexico,2019,37
787,GAS,2.0,HARD,Mexico,2021,39
788,GAS,2.0,HARD,Mexico,2023,3
789,GAS,2.0,HARD,Miami,2019,37
790,GAS,2.0,HARD,Miami,2022,22
791,GAS,2.0,HARD,Miami,2023,41
792,GAS,2.0,HARD,Monaco,2020,1
793,GAS,2.0,HARD,Monaco,2021,47
794,GAS,2.0,HARD,Monza,2020,1
795,GAS,2.0,HARD,Monza,2022,29
796,GAS,2.0,HARD,Monza,2023,19
797,GAS,2.0,HARD,Netherlands,2020,12
798,GAS,2.0,HARD,Qatar,2019,44
799,GAS,2.0,HARD,Qatar,2020,20
800,GAS,2.0,HARD,Saudi Arabia,2020,42
801,GAS,2.0,HARD,Saudi Arabia,2022,27
802,GAS,2.0,HARD,Saudi Arabia,2023,31
803,GAS,2.0,HARD,Singapore,2023,37
804,GAS,2.0,MEDIUM,Abu Dhabi,2021,14
805,GAS,2.0,MEDIUM,Austin,2023,18
806,GAS,2.0,MEDIUM,Austria,2023,10
807,GAS,2.0,MEDIUM,Bahrain,2022,17
808,GAS,2.0,MEDIUM,Belgium,2019,30
809,GAS,2.0,MEDIUM,Belgium,2020,17
810,GAS,2.0,MEDIUM,Belgium,2023,20
811,GAS,2.0,MEDIUM,Brazil,2019,23
812,GAS,2.0,MEDIUM,Brazil,2022,14
813,GAS,2.0,MEDIUM,Canada,2021,27
814,GAS,2.0,MEDIUM,China,2021,12
815,GAS,2.0,MEDIUM,Great Britain,2021,24
816,GAS,2.0,MEDIUM,Hungary,2022,29
817,GAS,2.0,MEDIUM,Imola,2022,42
818,GAS,2.0,MEDIUM,Japan,2019,33
819,GAS,2.0,MEDIUM,Japan,2020,20
820,GAS,2.0,MEDIUM,Japan,2021,27
821,GAS,2.0,MEDIUM,Miami,2020,20
822,GAS,2.0,MEDIUM,Monaco,2019,33
823,GAS,2.0,MEDIUM,Monaco,2023,4
824,GAS,2.0,MEDIUM,Netherlands,2021,46
825,GAS,2.0,MEDIUM,Netherlands,2022,19
826,GAS,2.0,MEDIUM,Qatar,2021,20
827,GAS,2.0,MEDIUM,Qatar,2023,13
828,GAS,2.0,MEDIUM,Singapore,2019,17
829,GAS,2.0,MEDIUM,Singapore,2022,19
830,GAS,2.0,MEDIUM,Spain,2019,22
831,GAS,2.0,MEDIUM,Spain,2020,20
832,GAS,2.0,MEDIUM,Spain,2021,27
833,GAS,2.0,MEDIUM,Spain,2022,17
834,GAS,2.0,MEDIUM,Spain,2023,18
835,GAS,2.0,SOFT,Australia,2019,19
836,GAS,2.0,SOFT,Bahrain,2019,29
837,GAS,2.0,SOFT,Great Britain,2022,12
838,GAS,2.0,SOFT,Great Britain,2023,7
839,GAS,2.0,SOFT,Hungary,2020,10
840,GAS,2.0,SOFT,Imola,2019,22
841,GAS,2.0,SOFT,Mexico,2022,28
842,GAS,2.0,SOFT,Monza,2019,22
843,GAS,2.0,SOFT,Netherlands,2019,19
844,GAS,2.0,SOFT,Saudi Arabia,2019,19
845,GAS,2.0,SOFT,Singapore,2020,10
846,GAS,3.0,HARD,Abu Dhabi,2023,25
847,GAS,3.0,HARD,Austin,2020,11
848,GAS,3.0,HARD,Austin,2022,23
849,GAS,3.0,HARD,Austin,2023,18
850,GAS,3.0,HARD,Australia,2020,11
851,GAS,3.0,HARD,Austria,2020,11
852,GAS,3.0,HARD,Austria,2022,53
853,GAS,3.0,HARD,Austria,2023,28
854,GAS,3.0,HARD,Azerbaijan,2020,11
855,GAS,3.0,HARD,Azerbaijan,2023,27
856,GAS,3.0,HARD,Bahrain,2020,27
857,GAS,3.0,HARD,Bahrain,2022,11
858,GAS,3.0,HARD,Bahrain,2023,13
859,GAS,3.0,HARD,Brazil,2020,27
860,GAS,3.0,HARD,Canada,2022,28
861,GAS,3.0,HARD,Canada,2023,37
862,GAS,3.0,HARD,China,2022,28
863,GAS,3.0,HARD,China,2023,37
864,GAS,3.0,HARD,Great Britain,2021,17
865,GAS,3.0,HARD,Great Britain,2022,9
866,GAS,3.0,HARD,Japan,2023,17
867,GAS,3.0,HARD,Mexico,2023,35
868,GAS,3.0,HARD,Netherlands,2022,18
869,GAS,3.0,HARD,Qatar,2020,11
870,GAS,3.0,HARD,Qatar,2022,53
871,GAS,3.0,HARD,Qatar,2023,17
872,GAS,3.0,HARD,Saudi Arabia,2021,25
873,GAS,3.0,HARD,Spain,2023,26
874,GAS,3.0,MEDIUM,Bahrain,2019,14
875,GAS,3.0,MEDIUM,Bahrain,2021,19
876,GAS,3.0,MEDIUM,Belgium,2022,21
877,GAS,3.0,MEDIUM,Brazil,2021,11
878,GAS,3.0,MEDIUM,China,2019,12
879,GAS,3.0,MEDIUM,China,2020,10
880,GAS,3.0,MEDIUM,Hungary,2021,10
881,GAS,3.0,MEDIUM,Imola,2021,1
882,GAS,3.0,MEDIUM,Imola,2023,18
883,GAS,3.0,MEDIUM,Japan,2020,22
884,GAS,3.0,MEDIUM,Mexico,2019,20
885,GAS,3.0,MEDIUM,Miami,2019,20
886,GAS,3.0,MEDIUM,Miami,2020,22
887,GAS,3.0,MEDIUM,Miami,2021,1
888,GAS,3.0,MEDIUM,Monaco,2020,25
889,GAS,3.0,MEDIUM,Monza,2020,25
890,GAS,3.0,MEDIUM,Monza,2023,18
891,GAS,3.0,MEDIUM,Qatar,2021,18
892,GAS,3.0,MEDIUM,Singapore,2021,10
893,GAS,3.0,MEDIUM,Spain,2020,22
894,GAS,3.0,SOFT,Abu Dhabi,2021,1
895,GAS,3.0,SOFT,Brazil,2019,12
896,GAS,3.0,SOFT,Brazil,2022,15
897,GAS,3.0,SOFT,Brazil,2023,21
898,GAS,3.0,SOFT,Canada,2021,17
899,GAS,3.0,SOFT,Hungary,2022,19
900,GAS,3.0,SOFT,Japan,2021,17
901,GAS,3.0,SOFT,Monaco,2019,15
902,GAS,3.0,SOFT,Netherlands,2020,13
903,GAS,3.0,SOFT,Netherlands,2023,28
904,GAS,3.0,SOFT,Spain,2019,14
905,GAS,3.0,SOFT,Spain,2021,17
906,GAS,3.0,SOFT,Spain,2022,15
907,GAS,4.0,HARD,Bahrain,2021,12
908,GAS,4.0,HARD,Brazil,2021,23
909,GAS,4.0,HARD,Hungary,2021,35
910,GAS,4.0,HARD,Monaco,2022,31
911,GAS,4.0,HARD,Singapore,2021,35
912,GAS,4.0,MEDIUM,Austria,2023,26
913,GAS,4.0,MEDIUM,Brazil,2022,12
914,GAS,4.0,MEDIUM,Brazil,2023,18
915,GAS,4.0,MEDIUM,Qatar,2023,12
916,GAS,4.0,SOFT,Azerbaijan,2021,1
917,GAS,4.0,SOFT,Bahrain,2023,16
918,GAS,4.0,SOFT,China,2019,2
919,GAS,4.0,SOFT,Great Britain,2021,5
920,GAS,4.0,SOFT,Netherlands,2023,12
921,GAS,4.0,SOFT,Spain,2022,18
922,GAS,5.0,HARD,Brazil,2021,18
923,GAS,5.0,MEDIUM,Imola,2021,28
924,GAS,5.0,MEDIUM,Miami,2021,28
925,GAS,5.0,SOFT,Brazil,2023,24
926,GAS,5.0,SOFT,Hungary,2021,1
927,GAS,5.0,SOFT,Netherlands,2022,12
928,GAS,5.0,SOFT,Singapore,2021,1
929,HAM,1.0,HARD,Imola,2023,25
930,HAM,1.0,HARD,Miami,2023,35
931,HAM,1.0,HARD,Monza,2021,24
932,HAM,1.0,HARD,Monza,2023,25
933,HAM,1.0,HARD,Saudi Arabia,2022,31
934,HAM,1.0,HARD,Saudi Arabia,2023,16
935,HAM,1.0,MEDIUM,Abu Dhabi,2019,26
936,HAM,1.0,MEDIUM,Abu Dhabi,2020,9
937,HAM,1.0,MEDIUM,Abu Dhabi,2021,14
938,HAM,1.0,MEDIUM,Abu Dhabi,2022,18
939,HAM,1.0,MEDIUM,Abu Dhabi,2023,14
940,HAM,1.0,MEDIUM,Austin,2019,24
941,HAM,1.0,MEDIUM,Austin,2021,13
942,HAM,1.0,MEDIUM,Austin,2022,12
943,HAM,1.0,MEDIUM,Austin,2023,20
944,HAM,1.0,MEDIUM,Australia,2021,26
945,HAM,1.0,MEDIUM,Australia,2022,16
946,HAM,1.0,MEDIUM,Australia,2023,3
947,HAM,1.0,MEDIUM,Austria,2019,28
948,HAM,1.0,MEDIUM,Austria,2021,26
949,HAM,1.0,MEDIUM,Austria,2022,26
950,HAM,1.0,MEDIUM,Azerbaijan,2022,7
951,HAM,1.0,MEDIUM,Azerbaijan,2023,7
952,HAM,1.0,MEDIUM,Bahrain,2021,8
953,HAM,1.0,MEDIUM,Belgium,2020,10
954,HAM,1.0,MEDIUM,Brazil,2021,4
955,HAM,1.0,MEDIUM,Canada,2019,26
956,HAM,1.0,MEDIUM,Canada,2022,7
957,HAM,1.0,MEDIUM,Canada,2023,9
958,HAM,1.0,MEDIUM,China,2019,19
959,HAM,1.0,MEDIUM,China,2021,24
960,HAM,1.0,MEDIUM,China,2022,7
961,HAM,1.0,MEDIUM,China,2023,9
962,HAM,1.0,MEDIUM,Great Britain,2019,18
963,HAM,1.0,MEDIUM,Great Britain,2020,8
964,HAM,1.0,MEDIUM,Great Britain,2023,31
965,HAM,1.0,MEDIUM,Hungary,2019,29
966,HAM,1.0,MEDIUM,Hungary,2022,15
967,HAM,1.0,MEDIUM,Hungary,2023,14
968,HAM,1.0,MEDIUM,Imola,2020,28
969,HAM,1.0,MEDIUM,Japan,2023,10
970,HAM,1.0,MEDIUM,Mexico,2019,20
971,HAM,1.0,MEDIUM,Mexico,2021,25
972,HAM,1.0,MEDIUM,Mexico,2022,29
973,HAM,1.0,MEDIUM,Mexico,2023,22
974,HAM,1.0,MEDIUM,Miami,2019,20
975,HAM,1.0,MEDIUM,Miami,2022,20
976,HAM,1.0,MEDIUM,Monaco,2023,29
977,HAM,1.0,MEDIUM,Monza,2022,30
978,HAM,1.0,MEDIUM,Netherlands,2022,27
979,HAM,1.0,MEDIUM,Qatar,2019,28
980,HAM,1.0,MEDIUM,Qatar,2021,16
981,HAM,1.0,MEDIUM,Qatar,2022,26
982,HAM,1.0,MEDIUM,Saudi Arabia,2020,9
983,HAM,1.0,MEDIUM,Saudi Arabia,2021,9
984,HAM,1.0,MEDIUM,Singapore,2023,16
985,HAM,1.0,SOFT,Austin,2020,19
986,HAM,1.0,SOFT,Australia,2019,13
987,HAM,1.0,SOFT,Australia,2020,19
988,HAM,1.0,SOFT,Austria,2020,19
989,HAM,1.0,SOFT,Azerbaijan,2019,11
990,HAM,1.0,SOFT,Azerbaijan,2020,19
991,HAM,1.0,SOFT,Azerbaijan,2021,10
992,HAM,1.0,SOFT,Bahrain,2019,12
993,HAM,1.0,SOFT,Bahrain,2022,11
994,HAM,1.0,SOFT,Bahrain,2023,11
995,HAM,1.0,SOFT,Belgium,2019,18
996,HAM,1.0,SOFT,Belgium,2023,10
997,HAM,1.0,SOFT,Brazil,2019,18
998,HAM,1.0,SOFT,Brazil,2022,21
999,HAM,1.0,SOFT,Canada,2021,23
1000,HAM,1.0,SOFT,China,2020,11
1001,HAM,1.0,SOFT,Imola,2019,18
1002,HAM,1.0,SOFT,Japan,2019,19
1003,HAM,1.0,SOFT,Japan,2020,21
1004,HAM,1.0,SOFT,Japan,2021,23
1005,HAM,1.0,SOFT,Miami,2020,21
1006,HAM,1.0,SOFT,Monaco,2019,9
1007,HAM,1.0,SOFT,Monaco,2020,19
1008,HAM,1.0,SOFT,Monaco,2021,24
1009,HAM,1.0,SOFT,Monza,2019,18
1010,HAM,1.0,SOFT,Monza,2020,19
1011,HAM,1.0,SOFT,Netherlands,2019,13
1012,HAM,1.0,SOFT,Netherlands,2020,14
1013,HAM,1.0,SOFT,Netherlands,2021,18
1014,HAM,1.0,SOFT,Qatar,2020,19
1015,HAM,1.0,SOFT,Saudi Arabia,2019,13
1016,HAM,1.0,SOFT,Singapore,2019,25
1017,HAM,1.0,SOFT,Spain,2019,25
1018,HAM,1.0,SOFT,Spain,2020,21
1019,HAM,1.0,SOFT,Spain,2021,23
1020,HAM,1.0,SOFT,Spain,2023,22
1021,HAM,2.0,HARD,Abu Dhabi,2019,28
1022,HAM,2.0,HARD,Abu Dhabi,2020,42
1023,HAM,2.0,HARD,Abu Dhabi,2021,35
1024,HAM,2.0,HARD,Abu Dhabi,2022,35
1025,HAM,2.0,HARD,Abu Dhabi,2023,19
1026,HAM,2.0,HARD,Austin,2019,31
1027,HAM,2.0,HARD,Austin,2020,20
1028,HAM,2.0,HARD,Austin,2021,22
1029,HAM,2.0,HARD,Austin,2022,13
1030,HAM,2.0,HARD,Austin,2023,17
1031,HAM,2.0,HARD,Australia,2020,20
1032,HAM,2.0,HARD,Australia,2021,39
1033,HAM,2.0,HARD,Australia,2022,30
1034,HAM,2.0,HARD,Australia,2023,41
1035,HAM,2.0,HARD,Austria,2019,40
1036,HAM,2.0,HARD,Austria,2020,20
1037,HAM,2.0,HARD,Austria,2021,39
1038,HAM,2.0,HARD,Azerbaijan,2020,20
1039,HAM,2.0,HARD,Azerbaijan,2021,29
1040,HAM,2.0,HARD,Azerbaijan,2022,22
1041,HAM,2.0,HARD,Azerbaijan,2023,38
1042,HAM,2.0,HARD,Bahrain,2021,14
1043,HAM,2.0,HARD,Bahrain,2022,15
1044,HAM,2.0,HARD,Bahrain,2023,17
1045,HAM,2.0,HARD,Belgium,2020,30
1046,HAM,2.0,HARD,Canada,2019,42
1047,HAM,2.0,HARD,Canada,2022,32
1048,HAM,2.0,HARD,Canada,2023,23
1049,HAM,2.0,HARD,China,2019,13
1050,HAM,2.0,HARD,China,2020,35
1051,HAM,2.0,HARD,China,2021,20
1052,HAM,2.0,HARD,China,2022,32
1053,HAM,2.0,HARD,China,2023,23
1054,HAM,2.0,HARD,Great Britain,2019,29
1055,HAM,2.0,HARD,Great Britain,2020,33
1056,HAM,2.0,HARD,Hungary,2019,16
1057,HAM,2.0,HARD,Hungary,2023,32
1058,HAM,2.0,HARD,Imola,2020,20
1059,HAM,2.0,HARD,Japan,2023,17
1060,HAM,2.0,HARD,Mexico,2019,47
1061,HAM,2.0,HARD,Mexico,2021,41
1062,HAM,2.0,HARD,Mexico,2022,39
1063,HAM,2.0,HARD,Mexico,2023,7
1064,HAM,2.0,HARD,Miami,2019,47
1065,HAM,2.0,HARD,Miami,2022,28
1066,HAM,2.0,HARD,Monaco,2021,34
1067,HAM,2.0,HARD,Monaco,2023,20
1068,HAM,2.0,HARD,Netherlands,2022,17
1069,HAM,2.0,HARD,Qatar,2019,40
1070,HAM,2.0,HARD,Qatar,2020,20
1071,HAM,2.0,HARD,Qatar,2021,22
1072,HAM,2.0,HARD,Saudi Arabia,2020,42
1073,HAM,2.0,HARD,Singapore,2019,23
1074,HAM,2.0,HARD,Singapore,2023,20
1075,HAM,2.0,MEDIUM,Australia,2019,42
1076,HAM,2.0,MEDIUM,Austria,2023,10
1077,HAM,2.0,MEDIUM,Azerbaijan,2019,35
1078,HAM,2.0,MEDIUM,Bahrain,2020,11
1079,HAM,2.0,MEDIUM,Belgium,2019,21
1080,HAM,2.0,MEDIUM,Belgium,2023,10
1081,HAM,2.0,MEDIUM,Brazil,2020,11
1082,HAM,2.0,MEDIUM,Brazil,2022,17
1083,HAM,2.0,MEDIUM,Canada,2021,13
1084,HAM,2.0,MEDIUM,Great Britain,2021,23
1085,HAM,2.0,MEDIUM,Great Britain,2022,30
1086,HAM,2.0,MEDIUM,Hungary,2020,24
1087,HAM,2.0,MEDIUM,Hungary,2022,31
1088,HAM,2.0,MEDIUM,Imola,2019,26
