,GP,Circuit,PitstopT,Driver,Year
1329,3,Portugal,22.755,russell,2021
1330,3,Portugal,22.669,giovinazzi,2021
1331,3,Portugal,22.355,ricciardo,2021
1332,3,Portugal,21.621,alonso,2021
1333,3,Portugal,22.542,tsunoda,2021
1334,3,Portugal,22.176,stroll,2021
1335,3,Portugal,21.730,latifi,2021
1336,3,Portugal,21.454,mick_schumacher,2021
1337,3,Portugal,21.404,mazepin,2021
1338,3,Portugal,25.892,sainz,2021
1339,3,Portugal,26.202,tsunoda,2021
1340,3,Portugal,26.952,norris,2021
1341,3,Portugal,27.033,ocon,2021
1342,3,Portugal,26.620,vettel,2021
1343,3,Portugal,26.729,giovinazzi,2021
1344,3,Portugal,26.172,gasly,2021
1345,3,Portugal,26.595,latifi,2021
1346,3,Portugal,27.082,leclerc,2021
1347,3,Portugal,26.843,russell,2021
1348,3,Portugal,27.186,mazepin,2021
1349,3,Portugal,27.245,mick_schumacher,2021
1350,3,Portugal,26.743,max_verstappen,2021
1351,3,Portugal,26.938,bottas,2021
1352,3,Portugal,26.907,hamilton,2021
1353,3,Portugal,26.027,stroll,2021
1354,3,Portugal,26.442,alonso,2021
1355,3,Portugal,28.639,ricciardo,2021
1356,3,Portugal,26.984,mazepin,2021
1357,3,Portugal,26.607,perez,2021
1358,3,Portugal,26.573,bottas,2021
1359,4,Spain,54.673,giovinazzi,2021
1360,4,Spain,23.814,russell,2021
1361,4,Spain,26.672,latifi,2021
1362,4,Spain,28.042,gasly,2021
1363,4,Spain,22.043,alonso,2021
1364,4,Spain,23.087,vettel,2021
1365,4,Spain,21.779,sainz,2021
1366,4,Spain,21.756,stroll,2021
1367,4,Spain,23.098,mazepin,2021
1368,4,Spain,22.311,bottas,2021
1369,4,Spain,22.798,ocon,2021
1370,4,Spain,21.864,norris,2021
1371,4,Spain,24.006,mick_schumacher,2021
1372,4,Spain,23.565,max_verstappen,2021
1373,4,Spain,22.406,ricciardo,2021
1374,4,Spain,22.382,perez,2021
1375,4,Spain,21.424,latifi,2021
1376,4,Spain,22.220,hamilton,2021
1377,4,Spain,21.613,leclerc,2021
1378,4,Spain,21.919,russell,2021
1379,4,Spain,21.572,raikkonen,2021
1380,4,Spain,21.973,vettel,2021
1381,4,Spain,21.432,stroll,2021
1382,4,Spain,22.871,giovinazzi,2021
1383,4,Spain,22.078,hamilton,2021
1384,4,Spain,22.502,mazepin,2021
1385,4,Spain,21.762,ricciardo,2021
1386,4,Spain,21.856,sainz,2021
1387,4,Spain,26.065,gasly,2021
1388,4,Spain,22.405,latifi,2021
1389,4,Spain,22.310,mick_schumacher,2021
1390,4,Spain,22.467,norris,2021
1391,4,Spain,21.638,bottas,2021
1392,4,Spain,21.345,perez,2021
1393,4,Spain,22.292,leclerc,2021
1394,4,Spain,21.592,max_verstappen,2021
1395,5,Monaco,23.783,hamilton,2021
1396,5,Monaco,23.874,norris,2021
1397,5,Monaco,24.428,gasly,2021
1398,5,Monaco,24.369,vettel,2021
1399,5,Monaco,23.928,russell,2021
1400,5,Monaco,24.150,sainz,2021
1401,5,Monaco,24.521,giovinazzi,2021
1402,5,Monaco,23.746,max_verstappen,2021
1403,5,Monaco,24.548,perez,2021
1404,5,Monaco,25.202,mazepin,2021
1405,5,Monaco,24.715,ricciardo,2021
1406,5,Monaco,23.935,ocon,2021
1407,5,Monaco,24.797,mick_schumacher,2021
1408,5,Monaco,24.077,raikkonen,2021
1409,5,Monaco,23.703,latifi,2021
1410,5,Monaco,23.803,alonso,2021
1411,5,Monaco,23.474,stroll,2021
1412,5,Monaco,24.430,tsunoda,2021
1413,6,Azerbaijan,19.970,russell,2021
1414,6,Azerbaijan,20.402,giovinazzi,2021
1415,6,Azerbaijan,20.168,alonso,2021
1416,6,Azerbaijan,20.533,norris,2021
1417,6,Azerbaijan,22.440,mick_schumacher,2021
1418,6,Azerbaijan,19.836,leclerc,2021
1419,6,Azerbaijan,20.253,tsunoda,2021
1420,6,Azerbaijan,22.149,latifi,2021
1421,6,Azerbaijan,21.759,mazepin,2021
1422,6,Azerbaijan,20.064,sainz,2021
1423,6,Azerbaijan,22.470,hamilton,2021
1424,6,Azerbaijan,20.156,gasly,2021
1425,6,Azerbaijan,20.356,bottas,2021
1426,6,Azerbaijan,20.082,ricciardo,2021
1427,6,Azerbaijan,19.769,max_verstappen,2021
1428,6,Azerbaijan,21.874,perez,2021
1429,6,Azerbaijan,20.048,raikkonen,2021
1430,6,Azerbaijan,19.841,vettel,2021
1431,6,Azerbaijan,19.983,alonso,2021
1432,6,Azerbaijan,20.193,giovinazzi,2021
1433,6,Azerbaijan,20.029,russell,2021
1434,6,Azerbaijan,1:09.761,mick_schumacher,2021
1435,6,Azerbaijan,21.958,mazepin,2021
1436,6,Azerbaijan,21.587,mick_schumacher,2021
1437,6,Azerbaijan,24.780,mazepin,2021
1438,6,Azerbaijan,15.277,perez,2021
1439,6,Azerbaijan,15.432,hamilton,2021
1440,6,Azerbaijan,14.945,vettel,2021
1441,6,Azerbaijan,15.085,gasly,2021
1442,6,Azerbaijan,15.092,leclerc,2021
1443,6,Azerbaijan,14.943,tsunoda,2021
1444,6,Azerbaijan,15.866,norris,2021
1445,6,Azerbaijan,15.119,sainz,2021
1446,6,Azerbaijan,14.994,ricciardo,2021
1447,6,Azerbaijan,15.432,alonso,2021
1448,6,Azerbaijan,15.064,raikkonen,2021
1449,6,Azerbaijan,14.881,giovinazzi,2021
1450,6,Azerbaijan,21.346,bottas,2021
1451,6,Azerbaijan,21.438,russell,2021
1452,6,Azerbaijan,15.054,mazepin,2021
1453,6,Azerbaijan,15.058,mick_schumacher,2021
1454,6,Azerbaijan,33:18.466,perez,2021
1455,6,Azerbaijan,33:20.923,hamilton,2021
1456,6,Azerbaijan,33:20.416,vettel,2021
1457,6,Azerbaijan,33:21.830,gasly,2021
1458,6,Azerbaijan,33:22.544,leclerc,2021
1459,6,Azerbaijan,33:23.526,tsunoda,2021
1460,6,Azerbaijan,33:30.409,norris,2021
1461,6,Azerbaijan,33:32.724,sainz,2021
1462,6,Azerbaijan,33:35.163,ricciardo,2021
1463,6,Azerbaijan,33:34.526,alonso,2021
1464,6,Azerbaijan,33:36.437,raikkonen,2021
1465,6,Azerbaijan,33:37.324,giovinazzi,2021
1466,6,Azerbaijan,34:08.175,latifi,2021
1467,6,Azerbaijan,33:55.229,bottas,2021
1468,6,Azerbaijan,33:56.172,russell,2021
1469,6,Azerbaijan,30:28.965,mazepin,2021
1470,6,Azerbaijan,33:34.176,mick_schumacher,2021
1471,7,France,30.798,leclerc,2021
1472,7,France,30.226,tsunoda,2021
1473,7,France,31.457,mick_schumacher,2021
1474,7,France,29.951,ricciardo,2021
1475,7,France,30.572,bottas,2021
1476,7,France,30.534,sainz,2021
1477,7,France,30.781,gasly,2021
1478,7,France,30.092,russell,2021
1479,7,France,29.803,max_verstappen,2021
1480,7,France,31.288,alonso,2021
1481,7,France,29.775,latifi,2021
1482,7,France,30.263,hamilton,2021
1483,7,France,29.682,perez,2021
1484,7,France,30.531,norris,2021
1485,7,France,30.207,ocon,2021
1486,7,France,30.586,giovinazzi,2021
1487,7,France,30.983,mazepin,2021
1488,7,France,30.123,max_verstappen,2021
1489,7,France,31.327,raikkonen,2021
1490,7,France,30.996,stroll,2021
1491,7,France,31.069,vettel,2021
1492,8,Austria,28.386,leclerc,2021
1493,8,Austria,26.419,latifi,2021
1494,8,Austria,22.759,mazepin,2021
1495,8,Austria,21.210,giovinazzi,2021
1496,8,Austria,37.309,russell,2021
1497,8,Austria,23.477,perez,2021
1498,8,Austria,21.953,latifi,2021
1499,8,Austria,21.234,tsunoda,2021
1500,8,Austria,46.315,russell,2021
1501,8,Austria,21.752,bottas,2021
1502,8,Austria,21.131,alonso,2021
1503,8,Austria,21.546,vettel,2021
1504,8,Austria,21.219,hamilton,2021
1505,8,Austria,20.936,stroll,2021
1506,8,Austria,20.936,max_verstappen,2021
1507,8,Austria,21.692,norris,2021
1508,8,Austria,22.400,mick_schumacher,2021
1509,8,Austria,21.227,raikkonen,2021
1510,8,Austria,21.238,ocon,2021
1511,8,Austria,21.924,leclerc,2021
1512,8,Austria,21.226,sainz,2021
1513,8,Austria,21.410,ricciardo,2021
1514,8,Austria,20.961,perez,2021
1515,9,Austria,21.129,giovinazzi,2021
1516,9,Austria,21.145,tsunoda,2021
1517,9,Austria,22.564,gasly,2021
1518,9,Austria,21.391,stroll,2021
1519,9,Austria,21.086,vettel,2021
1520,9,Austria,22.000,mazepin,2021
1521,9,Austria,21.151,ricciardo,2021
1522,9,Austria,27.122,giovinazzi,2021
1523,9,Austria,26.474,norris,2021
1524,9,Austria,21.071,bottas,2021
1525,9,Austria,21.606,russell,2021
1526,9,Austria,21.005,hamilton,2021
1527,9,Austria,21.090,max_verstappen,2021
1528,9,Austria,21.735,perez,2021
1529,9,Austria,22.663,alonso,2021
1530,9,Austria,21.152,latifi,2021
1531,9,Austria,21.143,leclerc,2021
1532,9,Austria,21.798,mick_schumacher,2021
1533,9,Austria,21.896,raikkonen,2021
1534,9,Austria,20.850,gasly,2021
1535,9,Austria,23.182,mazepin,2021
1536,9,Austria,21.472,stroll,2021
1537,9,Austria,21.431,sainz,2021
1538,9,Austria,20.841,vettel,2021
1539,9,Austria,26.604,tsunoda,2021
1540,9,Austria,21.421,hamilton,2021
1541,10,Great Britain,34:07.731,leclerc,2021
1542,10,Great Britain,34:08.376,hamilton,2021
1543,10,Great Britain,34:09.149,bottas,2021
1544,10,Great Britain,34:12.218,norris,2021
1545,10,Great Britain,34:11.281,ricciardo,2021
1546,10,Great Britain,34:15.222,vettel,2021
1547,10,Great Britain,34:18.580,alonso,2021
1548,10,Great Britain,34:19.122,sainz,2021
1549,10,Great Britain,34:22.984,raikkonen,2021
1550,10,Great Britain,34:26.994,ocon,2021
1551,10,Great Britain,34:27.861,stroll,2021
1552,10,Great Britain,34:27.244,gasly,2021
1553,10,Great Britain,34:30.250,giovinazzi,2021
1554,10,Great Britain,34:32.543,russell,2021
1555,10,Great Britain,34:35.695,tsunoda,2021
1556,10,Great Britain,34:35.728,mick_schumacher,2021
1557,10,Great Britain,34:37.164,latifi,2021
1558,10,Great Britain,34:36.977,mazepin,2021
1559,10,Great Britain,34:36.405,perez,2021
1560,10,Great Britain,28.110,raikkonen,2021
1561,10,Great Britain,27.892,perez,2021
1562,10,Great Britain,27.812,russell,2021
1563,10,Great Britain,28.145,vettel,2021
1564,10,Great Britain,28.772,ocon,2021
1565,10,Great Britain,27.543,latifi,2021
1566,10,Great Britain,28.817,ricciardo,2021
1567,10,Great Britain,31.706,norris,2021
1568,10,Great Britain,28.209,bottas,2021
1569,10,Great Britain,28.213,stroll,2021
1570,10,Great Britain,28.137,giovinazzi,2021
1571,10,Great Britain,29.743,alonso,2021
1572,10,Great Britain,29.319,mick_schumacher,2021
1573,10,Great Britain,29.253,mazepin,2021
1574,10,Great Britain,40.266,hamilton,2021
1575,10,Great Britain,37.509,sainz,2021
1576,10,Great Britain,28.685,gasly,2021
1577,10,Great Britain,28.433,leclerc,2021
1578,10,Great Britain,29.134,tsunoda,2021
1579,10,Great Britain,27.848,perez,2021
1580,10,Great Britain,28.180,gasly,2021
1581,11,Hungary,22.569,max_verstappen,2021
1582,11,Hungary,23.715,mazepin,2021
1583,11,Hungary,38.267,norris,2021
1584,11,Hungary,26.573,giovinazzi,2021
1585,11,Hungary,24:09.259,hamilton,2021
1586,11,Hungary,24:10.190,ocon,2021
1587,11,Hungary,24:11.890,vettel,2021
1588,11,Hungary,24:12.527,sainz,2021
1589,11,Hungary,24:13.630,tsunoda,2021
1590,11,Hungary,24:14.435,latifi,2021
1591,11,Hungary,24:14.979,alonso,2021
1592,11,Hungary,24:17.487,russell,2021
1593,11,Hungary,24:17.844,raikkonen,2021
1594,11,Hungary,24:17.042,mick_schumacher,2021
1595,11,Hungary,24:17.615,gasly,2021
1596,11,Hungary,24:17.127,ricciardo,2021
1597,11,Hungary,24:16.349,max_verstappen,2021
1598,11,Hungary,24:17.420,mazepin,2021
1599,11,Hungary,24:16.349,giovinazzi,2021
1600,11,Hungary,39.522,ocon,2021
1601,11,Hungary,40.882,vettel,2021
1602,11,Hungary,42.786,sainz,2021
1603,11,Hungary,40.740,tsunoda,2021
1604,11,Hungary,39.081,latifi,2021
1605,11,Hungary,37.122,alonso,2021
1606,11,Hungary,35.451,raikkonen,2021
1607,11,Hungary,29.374,russell,2021
1608,11,Hungary,36.813,mick_schumacher,2021
1609,11,Hungary,39.839,gasly,2021
1610,11,Hungary,34.492,ricciardo,2021
1611,11,Hungary,35.245,max_verstappen,2021
1612,11,Hungary,36.899,giovinazzi,2021
1613,11,Hungary,21.731,hamilton,2021
1614,11,Hungary,29.191,giovinazzi,2021
1615,11,Hungary,36.457,raikkonen,2021
1616,11,Hungary,21.516,hamilton,2021
1617,11,Hungary,21.623,ricciardo,2021
1618,11,Hungary,21.047,max_verstappen,2021
1619,11,Hungary,22.186,russell,2021
1620,11,Hungary,21.819,tsunoda,2021
1621,11,Hungary,22.704,latifi,2021
1622,11,Hungary,21.295,gasly,2021
1623,11,Hungary,21.951,sainz,2021
1624,11,Hungary,21.874,giovinazzi,2021
1625,11,Hungary,22.113,mick_schumacher,2021
1626,11,Hungary,22.703,vettel,2021
1627,11,Hungary,21.642,ocon,2021
1628,11,Hungary,21.523,alonso,2021
1629,11,Hungary,20.848,max_verstappen,2021
1630,11,Hungary,21.208,hamilton,2021
1631,11,Hungary,21.172,raikkonen,2021
1632,13,Netherlands,35.573,mick_schumacher,2021
1633,13,Netherlands,19.287,perez,2021
1634,13,Netherlands,18.664,vettel,2021
1635,13,Netherlands,19.770,hamilton,2021
1636,13,Netherlands,19.142,max_verstappen,2021
1637,13,Netherlands,20.646,latifi,2021
1638,13,Netherlands,19.163,gasly,2021
1639,13,Netherlands,19.049,giovinazzi,2021
1640,13,Netherlands,18.634,russell,2021
1641,13,Netherlands,19.389,stroll,2021
1642,13,Netherlands,19.449,ricciardo,2021
1643,13,Netherlands,18.873,bottas,2021
1644,13,Netherlands,20.327,sainz,2021
1645,13,Netherlands,19.240,ocon,2021
1646,13,Netherlands,19.850,tsunoda,2021
1647,13,Netherlands,24.578,mick_schumacher,2021
1648,13,Netherlands,19.018,alonso,2021
1649,13,Netherlands,20.043,giovinazzi,2021
1650,13,Netherlands,19.999,mazepin,2021
1651,13,Netherlands,19.490,leclerc,2021
1652,13,Netherlands,18.868,hamilton,2021
1653,13,Netherlands,18.578,max_verstappen,2021
1654,13,Netherlands,19.708,kubica,2021
1655,13,Netherlands,20.443,norris,2021
1656,13,Netherlands,18.681,vettel,2021
1657,13,Netherlands,18.555,perez,2021
1658,13,Netherlands,21.730,bottas,2021
1659,13,Netherlands,19.202,hamilton,2021
1660,14,Monza,37.190,giovinazzi,2021
1661,14,Monza,23.812,ricciardo,2021
1662,14,Monza,25.157,vettel,2021
1663,14,Monza,32.456,max_verstappen,2021
1664,14,Monza,24.168,latifi,2021
1665,14,Monza,24.714,mick_schumacher,2021
1666,14,Monza,24.168,norris,2021
1667,14,Monza,24.928,mazepin,2021
1668,14,Monza,25.619,hamilton,2021
1669,14,Monza,24.846,stroll,2021
1670,14,Monza,24.797,alonso,2021
1671,14,Monza,30.551,giovinazzi,2021
1672,14,Monza,24.557,leclerc,2021
1673,14,Monza,23.906,perez,2021
1674,14,Monza,24.283,sainz,2021
1675,14,Monza,24.308,bottas,2021
1676,14,Monza,30.333,ocon,2021
1677,14,Monza,24.156,russell,2021
1678,14,Monza,24.501,kubica,2021
1679,14,Monza,25.927,vettel,2021
1680,14,Monza,24.806,mazepin,2021
1681,15,Russia,30.241,stroll,2021
1682,15,Russia,30.665,russell,2021
1683,15,Russia,30.056,latifi,2021
1684,15,Russia,30.112,tsunoda,2021
1685,15,Russia,30.715,sainz,2021
1686,15,Russia,30.127,mazepin,2021
1687,15,Russia,29.901,ocon,2021
1688,15,Russia,30.102,raikkonen,2021
1689,15,Russia,29.996,mick_schumacher,2021
1690,15,Russia,33.617,ricciardo,2021
1691,15,Russia,29.878,hamilton,2021
1692,15,Russia,29.578,max_verstappen,2021
1693,15,Russia,29.242,vettel,2021
1694,15,Russia,29.824,norris,2021
1695,15,Russia,29.936,bottas,2021
1696,15,Russia,29.354,gasly,2021
1697,15,Russia,31.849,leclerc,2021
1698,15,Russia,36.026,perez,2021
1699,15,Russia,30.157,alonso,2021
1700,15,Russia,30.081,giovinazzi,2021
1701,15,Russia,32.081,russell,2021
1702,15,Russia,29.569,bottas,2021
1703,15,Russia,30.131,raikkonen,2021
1704,15,Russia,33.931,mazepin,2021
1705,15,Russia,30.980,tsunoda,2021
1706,15,Russia,31.017,max_verstappen,2021
1707,15,Russia,30.677,sainz,2021
1708,15,Russia,31.016,ricciardo,2021
1709,15,Russia,43.124,stroll,2021
1710,15,Russia,30.045,hamilton,2021
1711,15,Russia,30.972,tsunoda,2021
1712,15,Russia,30.702,alonso,2021
1713,15,Russia,32.313,perez,2021
1714,15,Russia,32.128,vettel,2021
1715,15,Russia,31.915,gasly,2021
1716,15,Russia,33.264,ocon,2021
1717,15,Russia,33.961,giovinazzi,2021
1718,15,Russia,32.670,norris,2021
1719,16,Turkey,23.028,ricciardo,2021
1720,16,Turkey,29.116,alonso,2021
1721,16,Turkey,23.239,norris,2021
1722,16,Turkey,24.104,latifi,2021
1723,16,Turkey,23.329,tsunoda,2021
1724,16,Turkey,23.551,russell,2021
1725,16,Turkey,22.442,max_verstappen,2021
1726,16,Turkey,28.353,sainz,2021
1727,16,Turkey,23.829,mazepin,2021
1728,16,Turkey,23.500,vettel,2021
1729,16,Turkey,22.962,bottas,2021
1730,16,Turkey,22.463,perez,2021
1731,16,Turkey,23.164,raikkonen,2021
1732,16,Turkey,23.514,vettel,2021
1733,16,Turkey,29.310,gasly,2021
1734,16,Turkey,35.509,stroll,2021
1735,16,Turkey,23.892,mick_schumacher,2021
1736,16,Turkey,23.150,giovinazzi,2021
1737,16,Turkey,23.646,leclerc,2021
1738,17,Austin,30.673,mazepin,2021
1739,17,Austin,40.800,ocon,2021
1740,17,Austin,32.610,latifi,2021
1741,17,Austin,23.576,alonso,2021
1742,17,Austin,23.993,giovinazzi,2021
1743,17,Austin,23.802,tsunoda,2021
1744,17,Austin,23.572,russell,2021
1745,17,Austin,23.727,max_verstappen,2021
1746,17,Austin,24.385,norris,2021
1747,17,Austin,23.745,gasly,2021
1748,17,Austin,24.176,ricciardo,2021
1749,17,Austin,23.414,sainz,2021
1750,17,Austin,24.293,mick_schumacher,2021
1751,17,Austin,25.018,perez,2021
1752,17,Austin,24.011,leclerc,2021
1753,17,Austin,24.191,raikkonen,2021
1754,17,Austin,24.481,hamilton,2021
1755,17,Austin,24.444,bottas,2021
1756,17,Austin,24.977,vettel,2021
1757,17,Austin,23.827,stroll,2021
1758,17,Austin,24.611,mazepin,2021
1759,17,Austin,23.653,latifi,2021
1760,17,Austin,23.919,ocon,2021
1761,17,Austin,23.502,giovinazzi,2021
1762,17,Austin,23.844,alonso,2021
1763,17,Austin,24.052,max_verstappen,2021
1764,17,Austin,26.866,sainz,2021
1765,17,Austin,23.604,perez,2021
1766,17,Austin,24.036,ricciardo,2021
1767,17,Austin,25.548,norris,2021
1768,17,Austin,24.090,raikkonen,2021
1769,17,Austin,24.980,russell,2021
1770,17,Austin,23.805,leclerc,2021
1771,17,Austin,23.529,tsunoda,2021
1772,17,Austin,23.619,bottas,2021
1773,17,Austin,23.455,stroll,2021
1774,17,Austin,24.247,mick_schumacher,2021
1775,17,Austin,23.676,hamilton,2021
1776,17,Austin,23.849,vettel,2021
1777,17,Austin,24.169,mazepin,2021
1778,18,Mexico,38.128,ricciardo,2021
1779,18,Mexico,22.463,bottas,2021
1780,18,Mexico,23.681,latifi,2021
1781,18,Mexico,23.586,stroll,2021
1782,18,Mexico,25.094,mazepin,2021
1783,18,Mexico,23.100,ocon,2021
1784,18,Mexico,21.984,russell,2021
1785,18,Mexico,22.205,giovinazzi,2021
1786,18,Mexico,22.373,hamilton,2021
1787,18,Mexico,22.085,leclerc,2021
1788,18,Mexico,22.549,gasly,2021
1789,18,Mexico,22.424,raikkonen,2021
1790,18,Mexico,21.908,max_verstappen,2021
1791,18,Mexico,22.277,vettel,2021
1792,18,Mexico,26.056,stroll,2021
1793,18,Mexico,22.813,ricciardo,2021
1794,18,Mexico,23.985,alonso,2021
1795,18,Mexico,22.114,perez,2021
1796,18,Mexico,31.664,bottas,2021
1797,18,Mexico,22.031,sainz,2021
1798,18,Mexico,22.534,norris,2021
1799,18,Mexico,22.739,latifi,2021
1800,18,Mexico,23.637,mazepin,2021
1801,18,Mexico,22.680,bottas,2021
1802,19,Brazil,27.313,norris,2021
1803,19,Brazil,31.939,tsunoda,2021
1804,19,Brazil,22.978,russell,2021
1805,19,Brazil,17.758,tsunoda,2021
1806,19,Brazil,17.719,norris,2021
1807,19,Brazil,17.916,max_verstappen,2021
1808,19,Brazil,18.308,perez,2021
1809,19,Brazil,17.910,hamilton,2021
1810,19,Brazil,17.899,bottas,2021
1811,19,Brazil,17.943,leclerc,2021
1812,19,Brazil,18.460,sainz,2021
1813,19,Brazil,18.107,vettel,2021
1814,19,Brazil,19.439,gasly,2021
1815,19,Brazil,19.285,ocon,2021
1816,19,Brazil,19.732,ricciardo,2021
1817,19,Brazil,17.751,alonso,2021
1818,19,Brazil,17.948,stroll,2021
1819,19,Brazil,17.713,giovinazzi,2021
1820,19,Brazil,17.995,mazepin,2021
1821,19,Brazil,17.861,mick_schumacher,2021
1822,19,Brazil,18.153,latifi,2021
1823,19,Brazil,18.327,raikkonen,2021
1824,19,Brazil,20.844,russell,2021
1825,19,Brazil,17.711,tsunoda,2021
1826,19,Brazil,17.673,norris,2021
1827,19,Brazil,17.807,max_verstappen,2021
1828,19,Brazil,18.136,perez,2021
1829,19,Brazil,18.660,hamilton,2021
1830,19,Brazil,17.837,bottas,2021
1831,19,Brazil,17.771,leclerc,2021
1832,19,Brazil,18.373,sainz,2021
1833,19,Brazil,17.896,vettel,2021
1834,19,Brazil,18.608,gasly,2021
1835,19,Brazil,17.818,ocon,2021
1836,19,Brazil,18.347,ricciardo,2021
1837,19,Brazil,17.705,alonso,2021
1838,19,Brazil,17.935,stroll,2021
1839,19,Brazil,17.929,giovinazzi,2021
1840,19,Brazil,18.467,mazepin,2021
1841,19,Brazil,18.588,mick_schumacher,2021
1842,19,Brazil,18.784,latifi,2021
1843,19,Brazil,18.763,raikkonen,2021
1844,19,Brazil,18.179,russell,2021
1845,19,Brazil,18.499,tsunoda,2021
1846,19,Brazil,19.176,norris,2021
1847,19,Brazil,41.173,mick_schumacher,2021
1848,19,Brazil,22.936,latifi,2021
1849,19,Brazil,24.997,stroll,2021
1850,19,Brazil,23.116,gasly,2021
1851,19,Brazil,22.690,hamilton,2021
1852,19,Brazil,23.321,sainz,2021
1853,19,Brazil,22.722,max_verstappen,2021
1854,19,Brazil,22.667,leclerc,2021
1855,19,Brazil,23.165,perez,2021
1856,19,Brazil,24.464,vettel,2021
1857,19,Brazil,23.541,raikkonen,2021
1858,19,Brazil,23.618,giovinazzi,2021
1859,19,Brazil,23.263,bottas,2021
1860,19,Brazil,25.597,mick_schumacher,2021
1861,19,Brazil,22.839,ricciardo,2021
1862,19,Brazil,23.504,ocon,2021
1863,19,Brazil,24.375,alonso,2021
1864,19,Brazil,23.546,mazepin,2021
1865,19,Brazil,24.211,norris,2021
1866,19,Brazil,35.416,tsunoda,2021
1867,19,Brazil,22.958,latifi,2021
1868,19,Brazil,22.766,max_verstappen,2021
1869,19,Brazil,22.856,bottas,2021
1870,19,Brazil,23.132,russell,2021
1871,19,Brazil,22.656,perez,2021
1872,19,Brazil,22.830,giovinazzi,2021
1873,19,Brazil,22.664,hamilton,2021
1874,19,Brazil,23.039,gasly,2021
1875,19,Brazil,23.064,leclerc,2021
1876,19,Brazil,22.666,raikkonen,2021
1877,19,Brazil,22.745,sainz,2021
1878,19,Brazil,22.978,vettel,2021
1879,19,Brazil,24.627,mick_schumacher,2021
1880,20,Qatar,25.659,tsunoda,2021
1881,20,Qatar,26.174,raikkonen,2021
1882,20,Qatar,25.630,gasly,2021
1883,20,Qatar,25.987,giovinazzi,2021
1884,20,Qatar,25.300,max_verstappen,2021
1885,20,Qatar,26.121,russell,2021
1886,20,Qatar,25.235,hamilton,2021
1887,20,Qatar,25.811,latifi,2021
1888,20,Qatar,25.419,perez,2021
1889,20,Qatar,25.881,mick_schumacher,2021
1890,20,Qatar,25.991,alonso,2021
1891,20,Qatar,26.157,stroll,2021
1892,20,Qatar,25.517,ocon,2021
1893,20,Qatar,25.319,norris,2021
1894,20,Qatar,25.562,ricciardo,2021
1895,20,Qatar,25.726,vettel,2021
1896,20,Qatar,25.639,sainz,2021
1897,20,Qatar,25.799,leclerc,2021
1898,20,Qatar,25.633,raikkonen,2021
1899,20,Qatar,26.515,mazepin,2021
1900,20,Qatar,25.347,giovinazzi,2021
1901,20,Qatar,36.341,bottas,2021
1902,20,Qatar,26.674,tsunoda,2021
1903,20,Qatar,26.109,gasly,2021
1904,20,Qatar,25.175,max_verstappen,2021
1905,20,Qatar,25.420,perez,2021
1906,20,Qatar,25.381,hamilton,2021
1907,20,Qatar,26.552,norris,2021
1908,20,Qatar,35.006,russell,2021
1909,21,Saudi Arabia,27.165,stroll,2021
1910,21,Saudi Arabia,20.519,russell,2021
1911,21,Saudi Arabia,20.580,hamilton,2021
1912,21,Saudi Arabia,21.668,bottas,2021
1913,21,Saudi Arabia,20.531,leclerc,2021
1914,21,Saudi Arabia,20.710,perez,2021
1915,21,Saudi Arabia,20.973,norris,2021
1916,21,Saudi Arabia,20.405,alonso,2021
1917,21,Saudi Arabia,24.220,latifi,2021
1918,21,Saudi Arabia,16:36.375,max_verstappen,2021
1919,21,Saudi Arabia,16:35.856,hamilton,2021
1920,21,Saudi Arabia,16:35.942,bottas,2021
1921,21,Saudi Arabia,16:37.126,ocon,2021
1922,21,Saudi Arabia,16:37.029,ricciardo,2021
1923,21,Saudi Arabia,16:39.485,leclerc,2021
1924,21,Saudi Arabia,16:41.775,gasly,2021
1925,21,Saudi Arabia,16:42.619,perez,2021
1926,21,Saudi Arabia,16:44.618,sainz,2021
1927,21,Saudi Arabia,16:44.917,giovinazzi,2021
1928,21,Saudi Arabia,16:46.407,tsunoda,2021
1929,21,Saudi Arabia,16:48.569,raikkonen,2021
1930,21,Saudi Arabia,16:52.304,vettel,2021
1931,21,Saudi Arabia,16:57.303,norris,2021
1932,21,Saudi Arabia,16:59.850,alonso,2021
1933,21,Saudi Arabia,16:59.226,mazepin,2021
1934,21,Saudi Arabia,17:01.615,russell,2021
1935,21,Saudi Arabia,17:00.939,stroll,2021
1936,21,Saudi Arabia,16:57.257,latifi,2021
1937,21,Saudi Arabia,18:07.591,max_verstappen,2021
1938,21,Saudi Arabia,18:08.290,ocon,2021
1939,21,Saudi Arabia,18:06.674,hamilton,2021
1940,21,Saudi Arabia,18:07.296,ricciardo,2021
1941,21,Saudi Arabia,18:09.473,bottas,2021
1942,21,Saudi Arabia,18:12.287,gasly,2021
1943,21,Saudi Arabia,18:15.192,leclerc,2021
1944,21,Saudi Arabia,18:14.749,giovinazzi,2021
1945,21,Saudi Arabia,18:17.194,sainz,2021
1946,21,Saudi Arabia,18:18.749,vettel,2021
1947,21,Saudi Arabia,18:19.282,raikkonen,2021
1948,21,Saudi Arabia,18:20.644,tsunoda,2021
1949,21,Saudi Arabia,18:21.826,alonso,2021
1950,21,Saudi Arabia,18:22.979,stroll,2021
1951,21,Saudi Arabia,18:27.052,latifi,2021
1952,21,Saudi Arabia,18:36.576,norris,2021
