Unnamed: 0,GP,Circuit,PitstopT,Driver,Year,Team
1988,1,Bahrain,24.666,sainz,2022,Ferrari
1989,1,Bahrain,25.478,kevin_magnussen,2022,Unknown
1990,1,Bahrain,24.575,gasly,2022,AlphaTauri
1991,1,Bahrain,30.484,ocon,2022,Alpine
1992,1,Bahrain,25.893,bottas,2022,Alfa Romeo
1993,1,Bahrain,24.457,latifi,2022,Williams
1994,1,Bahrain,25.012,leclerc,2022,Ferrari
1995,1,Bahrain,25.046,perez,2022,Red Bull Racing
1996,1,Bahrain,25.888,russell,2022,Mercedes
1997,1,Bahrain,26.095,tsunoda,2022,AlphaTauri
1998,1,Bahrain,25.428,zhou,2022,Alfa Romeo
1999,1,Bahrain,24.915,ricciardo,2022,McLaren
2000,1,Bahrain,25.739,stroll,2022,Aston Martin
2001,1,Bahrain,27.365,hulkenberg,2022,Unknown
2002,1,Bahrain,24.568,norris,2022,McLaren
2003,1,Bahrain,24.909,alonso,2022,Alpine
2004,1,Bahrain,25.796,hamilton,2022,Mercedes
2005,1,Bahrain,24.350,tsunoda,2022,AlphaTauri
2006,1,Bahrain,24.937,max_verstappen,2022,Unknown
2007,1,Bahrain,25.393,ocon,2022,Alpine
2008,1,Bahrain,24.527,leclerc,2022,Ferrari
2009,1,Bahrain,25.875,gasly,2022,AlphaTauri
2010,1,Bahrain,24.778,latifi,2022,Williams
2011,1,Bahrain,24.438,sainz,2022,Ferrari
2012,1,Bahrain,24.173,perez,2022,Red Bull Racing
2013,1,Bahrain,25.334,russell,2022,Mercedes
2014,1,Bahrain,24.885,ricciardo,2022,McLaren
2015,1,Bahrain,25.876,kevin_magnussen,2022,Unknown
2016,1,Bahrain,25.586,mick_schumacher,2022,Unknown
2017,1,Bahrain,25.570,albon,2022,Williams
2018,1,Bahrain,25.156,bottas,2022,Alfa Romeo
2019,1,Bahrain,25.291,zhou,2022,Alfa Romeo
2020,1,Bahrain,26.712,hulkenberg,2022,Unknown
2021,1,Bahrain,26.957,stroll,2022,Aston Martin
2022,1,Bahrain,27.367,norris,2022,McLaren
2023,1,Bahrain,24.508,alonso,2022,Alpine
2024,1,Bahrain,24.402,max_verstappen,2022,Unknown
2025,1,Bahrain,24.947,perez,2022,Red Bull Racing
2026,1,Bahrain,24.233,ocon,2022,Alpine
2027,1,Bahrain,24.287,sainz,2022,Ferrari
2028,1,Bahrain,25.579,hamilton,2022,Mercedes
2029,1,Bahrain,24.188,tsunoda,2022,AlphaTauri
2030,1,Bahrain,25.139,ricciardo,2022,McLaren
2031,1,Bahrain,25.574,russell,2022,Mercedes
2032,1,Bahrain,25.748,hulkenberg,2022,Unknown
2033,1,Bahrain,25.188,bottas,2022,Alfa Romeo
2034,1,Bahrain,28.647,zhou,2022,Alfa Romeo
2035,1,Bahrain,24.613,leclerc,2022,Ferrari
2036,1,Bahrain,25.039,stroll,2022,Aston Martin
2037,1,Bahrain,24.975,norris,2022,McLaren
2038,1,Bahrain,24.658,latifi,2022,Williams
2039,1,Bahrain,26.051,kevin_magnussen,2022,Unknown
2040,2,Saudi Arabia,20.650,ricciardo,2022,McLaren
2041,2,Saudi Arabia,22.339,stroll,2022,Aston Martin
2042,2,Saudi Arabia,20.683,albon,2022,Williams
2043,2,Saudi Arabia,20.481,perez,2022,Red Bull Racing
2044,2,Saudi Arabia,22.820,gasly,2022,AlphaTauri
2045,2,Saudi Arabia,21.038,leclerc,2022,Ferrari
2046,2,Saudi Arabia,20.731,max_verstappen,2022,Unknown
2047,2,Saudi Arabia,21.521,sainz,2022,Ferrari
2048,2,Saudi Arabia,21.415,russell,2022,Mercedes
2049,2,Saudi Arabia,21.543,alonso,2022,Alpine
2050,2,Saudi Arabia,22.561,bottas,2022,Alfa Romeo
2051,2,Saudi Arabia,21.141,ocon,2022,Alpine
2052,2,Saudi Arabia,20.383,norris,2022,McLaren
2053,2,Saudi Arabia,33.734,zhou,2022,Alfa Romeo
2054,2,Saudi Arabia,15.103,zhou,2022,Alfa Romeo
2055,2,Saudi Arabia,22.710,bottas,2022,Alfa Romeo
2056,2,Saudi Arabia,22.374,kevin_magnussen,2022,Unknown
2057,2,Saudi Arabia,21.425,hulkenberg,2022,Unknown
2058,3,Australia,18.242,stroll,2022,Aston Martin
2059,3,Australia,18.560,stroll,2022,Aston Martin
2060,3,Australia,18.552,latifi,2022,Williams
2061,3,Australia,19.039,mick_schumacher,2022,Unknown
2062,3,Australia,19.128,ocon,2022,Alpine
2063,3,Australia,18.281,max_verstappen,2022,Unknown
2064,3,Australia,18.443,tsunoda,2022,AlphaTauri
2065,3,Australia,17.434,perez,2022,Red Bull Racing
2066,3,Australia,17.556,norris,2022,McLaren
2067,3,Australia,18.150,ricciardo,2022,McLaren
2068,3,Australia,18.926,gasly,2022,AlphaTauri
2069,3,Australia,18.380,zhou,2022,Alfa Romeo
2070,3,Australia,17.973,leclerc,2022,Ferrari
2071,3,Australia,17.877,hamilton,2022,Mercedes
2072,3,Australia,18.413,bottas,2022,Alfa Romeo
2073,3,Australia,18.479,russell,2022,Mercedes
2074,3,Australia,20.402,stroll,2022,Aston Martin
2075,3,Australia,17.936,latifi,2022,Williams
2076,3,Australia,18.796,alonso,2022,Alpine
2077,3,Australia,19.111,kevin_magnussen,2022,Unknown
2078,3,Australia,18.394,alonso,2022,Alpine
2079,4,Imola,32.362,ricciardo,2022,McLaren
2080,4,Imola,30.422,ricciardo,2022,McLaren
2081,4,Imola,30.484,vettel,2022,Aston Martin
2082,4,Imola,30.405,gasly,2022,AlphaTauri
2083,4,Imola,30.793,albon,2022,Williams
2084,4,Imola,30.366,perez,2022,Red Bull Racing
2085,4,Imola,31.079,russell,2022,Mercedes
2086,4,Imola,40.957,bottas,2022,Alfa Romeo
2087,4,Imola,33.765,kevin_magnussen,2022,Unknown
2088,4,Imola,30.372,tsunoda,2022,AlphaTauri
2089,4,Imola,32.667,stroll,2022,Aston Martin
2090,4,Imola,32.740,hamilton,2022,Mercedes
2091,4,Imola,31.409,ocon,2022,Alpine
2092,4,Imola,31.125,latifi,2022,Williams
2093,4,Imola,32.203,zhou,2022,Alfa Romeo
2094,4,Imola,31.320,mick_schumacher,2022,Unknown
2095,4,Imola,30.001,max_verstappen,2022,Unknown
2096,4,Imola,31.794,leclerc,2022,Ferrari
2097,4,Imola,30.070,norris,2022,McLaren
2098,4,Imola,30.155,ricciardo,2022,McLaren
2099,4,Imola,30.042,leclerc,2022,Ferrari
2100,4,Imola,29.627,perez,2022,Red Bull Racing
2101,4,Imola,29.942,max_verstappen,2022,Unknown
2102,4,Imola,30.984,mick_schumacher,2022,Unknown
2103,5,Miami,18.870,tsunoda,2022,AlphaTauri
2104,5,Miami,19.760,kevin_magnussen,2022,Unknown
2105,5,Miami,20.413,mick_schumacher,2022,Unknown
2106,5,Miami,21.638,alonso,2022,Alpine
2107,5,Miami,19.543,gasly,2022,AlphaTauri
2108,5,Miami,20.059,albon,2022,Williams
2109,5,Miami,19.986,norris,2022,McLaren
2110,5,Miami,18.820,hamilton,2022,Mercedes
2111,5,Miami,19.697,leclerc,2022,Ferrari
2112,5,Miami,18.798,max_verstappen,2022,Unknown
2113,5,Miami,19.614,bottas,2022,Alfa Romeo
2114,5,Miami,22.063,sainz,2022,Ferrari
2115,5,Miami,18.519,perez,2022,Red Bull Racing
2116,5,Miami,19.484,ricciardo,2022,McLaren
2117,5,Miami,19.185,latifi,2022,Williams
2118,5,Miami,19.035,russell,2022,Mercedes
2119,5,Miami,19.074,stroll,2022,Aston Martin
2120,5,Miami,19.007,gasly,2022,AlphaTauri
2121,5,Miami,18.433,perez,2022,Red Bull Racing
2122,5,Miami,19.019,ocon,2022,Alpine
2123,5,Miami,19.861,vettel,2022,Aston Martin
2124,5,Miami,19.280,ricciardo,2022,McLaren
2125,5,Miami,19.618,tsunoda,2022,AlphaTauri
2126,5,Miami,20.673,kevin_magnussen,2022,Unknown
2127,6,Spain,31.054,hamilton,2022,Mercedes
2128,6,Spain,29.632,kevin_magnussen,2022,Unknown
2129,6,Spain,22.341,sainz,2022,Ferrari
2130,6,Spain,22.375,alonso,2022,Alpine
2131,6,Spain,22.008,gasly,2022,AlphaTauri
2132,6,Spain,23.109,zhou,2022,Alfa Romeo
2133,6,Spain,23.083,tsunoda,2022,AlphaTauri
2134,6,Spain,22.124,ricciardo,2022,McLaren
2135,6,Spain,23.419,albon,2022,Williams
2136,6,Spain,21.916,norris,2022,McLaren
2137,6,Spain,23.582,mick_schumacher,2022,Unknown
2138,6,Spain,23.189,latifi,2022,Williams
2139,6,Spain,22.154,russell,2022,Mercedes
2140,6,Spain,22.173,max_verstappen,2022,Unknown
2141,6,Spain,22.137,ocon,2022,Alpine
2142,6,Spain,22.987,bottas,2022,Alfa Romeo
2143,6,Spain,22.833,stroll,2022,Aston Martin
2144,6,Spain,22.032,perez,2022,Red Bull Racing
2145,6,Spain,21.794,leclerc,2022,Ferrari
2146,6,Spain,22.536,vettel,2022,Aston Martin
2147,6,Spain,22.105,hamilton,2022,Mercedes
2148,6,Spain,22.657,albon,2022,Williams
2149,6,Spain,22.311,latifi,2022,Williams
2150,6,Spain,23.394,stroll,2022,Aston Martin
2151,6,Spain,21.966,max_verstappen,2022,Unknown
2152,6,Spain,27.947,gasly,2022,AlphaTauri
2153,6,Spain,23.878,kevin_magnussen,2022,Unknown
2154,6,Spain,23.127,mick_schumacher,2022,Unknown
2155,6,Spain,21.867,sainz,2022,Ferrari
2156,6,Spain,21.914,alonso,2022,Alpine
2157,6,Spain,22.399,ricciardo,2022,McLaren
2158,6,Spain,22.802,tsunoda,2022,AlphaTauri
2159,6,Spain,23.341,norris,2022,McLaren
2160,6,Spain,22.541,bottas,2022,Alfa Romeo
2161,6,Spain,22.953,ocon,2022,Alpine
2162,6,Spain,22.039,russell,2022,Mercedes
2163,6,Spain,21.619,perez,2022,Red Bull Racing
2164,6,Spain,22.456,vettel,2022,Aston Martin
2165,6,Spain,21.941,max_verstappen,2022,Unknown
2166,6,Spain,22.302,sainz,2022,Ferrari
2167,6,Spain,23.328,albon,2022,Williams
2168,6,Spain,21.838,gasly,2022,AlphaTauri
2169,6,Spain,23.812,stroll,2022,Aston Martin
2170,6,Spain,22.241,hamilton,2022,Mercedes
2171,6,Spain,22.154,ricciardo,2022,McLaren
2172,6,Spain,22.815,russell,2022,Mercedes
2173,6,Spain,22.761,latifi,2022,Williams
2174,6,Spain,22.165,norris,2022,McLaren
2175,6,Spain,22.033,ocon,2022,Alpine
2176,6,Spain,22.316,tsunoda,2022,AlphaTauri
2177,6,Spain,21.694,perez,2022,Red Bull Racing
2178,6,Spain,25.407,alonso,2022,Alpine
2179,7,Monaco,26.731,stroll,2022,Aston Martin
2180,7,Monaco,36.773,latifi,2022,Williams
2181,7,Monaco,35.486,gasly,2022,AlphaTauri
2182,7,Monaco,32.750,stroll,2022,Aston Martin
2183,7,Monaco,36.351,latifi,2022,Williams
2184,7,Monaco,27.637,mick_schumacher,2022,Unknown
2185,7,Monaco,24.965,vettel,2022,Aston Martin
2186,7,Monaco,25.068,tsunoda,2022,AlphaTauri
2187,7,Monaco,24.796,hamilton,2022,Mercedes
2188,7,Monaco,24.409,perez,2022,Red Bull Racing
2189,7,Monaco,24.872,norris,2022,McLaren
2190,7,Monaco,36.854,mick_schumacher,2022,Unknown
2191,7,Monaco,25.710,leclerc,2022,Ferrari
2192,7,Monaco,27.009,max_verstappen,2022,Unknown
2193,7,Monaco,27.231,albon,2022,Williams
2194,7,Monaco,26.056,ricciardo,2022,McLaren
2195,7,Monaco,25.594,zhou,2022,Alfa Romeo
2196,7,Monaco,26.910,latifi,2022,Williams
2197,7,Monaco,25.865,bottas,2022,Alfa Romeo
2198,7,Monaco,24.666,sainz,2022,Ferrari
2199,7,Monaco,28.034,leclerc,2022,Ferrari
2200,7,Monaco,25.352,russell,2022,Mercedes
2201,7,Monaco,24.526,alonso,2022,Alpine
2202,7,Monaco,24.875,ocon,2022,Alpine
2203,7,Monaco,26.021,tsunoda,2022,AlphaTauri
2204,7,Monaco,24.536,perez,2022,Red Bull Racing
2205,7,Monaco,26.930,max_verstappen,2022,Unknown
2206,7,Monaco,24.760,norris,2022,McLaren
2207,7,Monaco,24.507,hamilton,2022,Mercedes
2208,7,Monaco,28.770,gasly,2022,AlphaTauri
2209,7,Monaco,31.518,albon,2022,Williams
2210,7,Monaco,25.133,vettel,2022,Aston Martin
2211,7,Monaco,25.650,stroll,2022,Aston Martin
2212,7,Monaco,19:32.062,perez,2022,Red Bull Racing
2213,7,Monaco,19:34.793,sainz,2022,Ferrari
2214,7,Monaco,19:35.575,max_verstappen,2022,Unknown
2215,7,Monaco,19:34.965,stroll,2022,Aston Martin
2216,7,Monaco,19:36.822,leclerc,2022,Ferrari
2217,7,Monaco,19:34.444,tsunoda,2022,AlphaTauri
2218,7,Monaco,19:34.235,zhou,2022,Alfa Romeo
2219,7,Monaco,19:37.545,russell,2022,Mercedes
2220,7,Monaco,19:43.029,norris,2022,McLaren
2221,7,Monaco,19:41.839,latifi,2022,Williams
2222,7,Monaco,19:42.058,alonso,2022,Alpine
2223,7,Monaco,19:46.281,hamilton,2022,Mercedes
2224,7,Monaco,19:45.676,albon,2022,Williams
2225,7,Monaco,19:46.485,ocon,2022,Alpine
2226,7,Monaco,19:46.699,bottas,2022,Alfa Romeo
2227,7,Monaco,19:29.495,vettel,2022,Aston Martin
2228,7,Monaco,19:29.460,gasly,2022,AlphaTauri
2229,7,Monaco,19:28.673,ricciardo,2022,McLaren
2230,7,Monaco,24.607,norris,2022,McLaren
2231,8,Azerbaijan,29.395,latifi,2022,Williams
2232,8,Azerbaijan,23.212,leclerc,2022,Ferrari
2233,8,Azerbaijan,20.538,russell,2022,Mercedes
2234,8,Azerbaijan,22.698,gasly,2022,AlphaTauri
2235,8,Azerbaijan,21.470,hamilton,2022,Mercedes
2236,8,Azerbaijan,20.249,vettel,2022,Aston Martin
2237,8,Azerbaijan,23.083,tsunoda,2022,AlphaTauri
2238,8,Azerbaijan,23.001,zhou,2022,Alfa Romeo
2239,8,Azerbaijan,21.555,kevin_magnussen,2022,Unknown
2240,8,Azerbaijan,25.577,albon,2022,Williams
2241,8,Azerbaijan,26.973,mick_schumacher,2022,Unknown
2242,8,Azerbaijan,23.379,perez,2022,Red Bull Racing
2243,8,Azerbaijan,22.069,latifi,2022,Williams
2244,8,Azerbaijan,21.468,max_verstappen,2022,Unknown
2245,8,Azerbaijan,20.571,alonso,2022,Alpine
2246,8,Azerbaijan,21.443,norris,2022,McLaren
2247,8,Azerbaijan,22.231,mick_schumacher,2022,Unknown
2248,8,Azerbaijan,21.540,albon,2022,Williams
2249,8,Azerbaijan,22.059,stroll,2022,Aston Martin
2250,8,Azerbaijan,20.722,max_verstappen,2022,Unknown
2251,8,Azerbaijan,22.349,perez,2022,Red Bull Racing
2252,8,Azerbaijan,20.527,russell,2022,Mercedes
2253,8,Azerbaijan,20.831,hamilton,2022,Mercedes
2254,8,Azerbaijan,21.794,ricciardo,2022,McLaren
2255,8,Azerbaijan,22.638,ocon,2022,Alpine
2256,8,Azerbaijan,20.979,bottas,2022,Alfa Romeo
2257,9,Canada,23.406,vettel,2022,Aston Martin
2258,9,Canada,23.557,gasly,2022,AlphaTauri
2259,9,Canada,38.262,kevin_magnussen,2022,Unknown
2260,9,Canada,24.217,max_verstappen,2022,Unknown
2261,9,Canada,23.845,hamilton,2022,Mercedes
2262,9,Canada,23.248,tsunoda,2022,AlphaTauri
2263,9,Canada,24.020,latifi,2022,Williams
2264,9,Canada,23.804,albon,2022,Williams
2265,9,Canada,23.951,russell,2022,Mercedes
2266,9,Canada,25.684,ocon,2022,Alpine
2267,9,Canada,24.281,zhou,2022,Alfa Romeo
2268,9,Canada,27.937,ricciardo,2022,McLaren
2269,9,Canada,43.032,norris,2022,McLaren
2270,9,Canada,23.681,vettel,2022,Aston Martin
2271,9,Canada,24.215,sainz,2022,Ferrari
2272,9,Canada,23.779,alonso,2022,Alpine
2273,9,Canada,23.613,gasly,2022,AlphaTauri
2274,9,Canada,30.034,latifi,2022,Williams
2275,9,Canada,26.199,leclerc,2022,Ferrari
2276,9,Canada,23.704,max_verstappen,2022,Unknown
2277,9,Canada,24.134,norris,2022,McLaren
2278,9,Canada,23.841,hamilton,2022,Mercedes
2279,9,Canada,24.069,russell,2022,Mercedes
2280,9,Canada,25.252,stroll,2022,Aston Martin
2281,9,Canada,23.450,tsunoda,2022,AlphaTauri
2282,9,Canada,24.881,sainz,2022,Ferrari
2283,9,Canada,23.530,albon,2022,Williams
2284,9,Canada,23.945,ocon,2022,Alpine
2285,9,Canada,25.139,alonso,2022,Alpine
2286,9,Canada,26.089,bottas,2022,Alfa Romeo
2287,9,Canada,23.980,zhou,2022,Alfa Romeo
2288,10,Great Britain,50:37.323,max_verstappen,2022,Unknown
2289,10,Great Britain,50:31.752,sainz,2022,Ferrari
2290,10,Great Britain,50:46.888,hamilton,2022,Mercedes
2291,10,Great Britain,50:36.360,leclerc,2022,Ferrari
2292,10,Great Britain,50:55.700,alonso,2022,Alpine
2293,10,Great Britain,50:34.772,perez,2022,Red Bull Racing
2294,10,Great Britain,50:43.215,norris,2022,McLaren
2295,10,Great Britain,50:51.904,latifi,2022,Williams
2296,10,Great Britain,50:55.732,bottas,2022,Alfa Romeo
2297,10,Great Britain,51:03.314,ricciardo,2022,McLaren
2298,10,Great Britain,50:48.950,gasly,2022,AlphaTauri
2299,10,Great Britain,51:03.613,kevin_magnussen,2022,Unknown
2300,10,Great Britain,51:07.301,vettel,2022,Aston Martin
2301,10,Great Britain,51:09.017,stroll,2022,Aston Martin
2302,10,Great Britain,51:05.174,mick_schumacher,2022,Unknown
2303,10,Great Britain,50:11.861,tsunoda,2022,AlphaTauri
2304,10,Great Britain,49:10.760,ocon,2022,Alpine
2305,10,Great Britain,37.302,perez,2022,Red Bull Racing
2306,10,Great Britain,29.846,vettel,2022,Aston Martin
2307,10,Great Britain,29.395,max_verstappen,2022,Unknown
2308,10,Great Britain,28.632,stroll,2022,Aston Martin
2309,10,Great Britain,29.632,gasly,2022,AlphaTauri
2310,10,Great Britain,34.759,tsunoda,2022,AlphaTauri
2311,10,Great Britain,28.829,latifi,2022,Williams
2312,10,Great Britain,29.147,mick_schumacher,2022,Unknown
2313,10,Great Britain,28.574,sainz,2022,Ferrari
2314,10,Great Britain,30.262,ricciardo,2022,McLaren
2315,10,Great Britain,30.342,ocon,2022,Alpine
2316,10,Great Britain,29.473,kevin_magnussen,2022,Unknown
2317,10,Great Britain,29.296,max_verstappen,2022,Unknown
2318,10,Great Britain,28.805,leclerc,2022,Ferrari
2319,10,Great Britain,30.599,ricciardo,2022,McLaren
2320,10,Great Britain,29.837,hamilton,2022,Mercedes
2321,10,Great Britain,28.733,alonso,2022,Alpine
2322,10,Great Britain,28.947,norris,2022,McLaren
2323,10,Great Britain,28.435,sainz,2022,Ferrari
2324,10,Great Britain,28.996,hamilton,2022,Mercedes
2325,10,Great Britain,29.345,ricciardo,2022,McLaren
2326,10,Great Britain,28.155,perez,2022,Red Bull Racing
2327,10,Great Britain,29.448,tsunoda,2022,AlphaTauri
2328,10,Great Britain,28.841,alonso,2022,Alpine
2329,10,Great Britain,28.540,vettel,2022,Aston Martin
2330,10,Great Britain,28.709,max_verstappen,2022,Unknown
2331,10,Great Britain,30.832,mick_schumacher,2022,Unknown
2332,10,Great Britain,28.438,latifi,2022,Williams
2333,10,Great Britain,28.659,norris,2022,McLaren
2334,11,Austria,23.681,perez,2022,Red Bull Racing
2335,11,Austria,24.677,bottas,2022,Alfa Romeo
2336,11,Austria,38.201,russell,2022,Mercedes
2337,11,Austria,22.301,albon,2022,Williams
2338,11,Austria,21.356,ricciardo,2022,McLaren
2339,11,Austria,22.724,gasly,2022,AlphaTauri
2340,11,Austria,21.722,latifi,2022,Williams
2341,11,Austria,22.022,max_verstappen,2022,Unknown
2342,11,Austria,22.684,norris,2022,McLaren
2343,11,Austria,22.205,kevin_magnussen,2022,Unknown
2344,11,Austria,21.755,ocon,2022,Alpine
2345,11,Austria,22.120,mick_schumacher,2022,Unknown
2346,11,Austria,22.112,vettel,2022,Aston Martin
2347,11,Austria,22.704,zhou,2022,Alfa Romeo
2348,11,Austria,21.532,leclerc,2022,Ferrari
2349,11,Austria,21.749,tsunoda,2022,AlphaTauri
2350,11,Austria,21.212,sainz,2022,Ferrari
2351,11,Austria,21.552,alonso,2022,Alpine
2352,11,Austria,23.026,hamilton,2022,Mercedes
2353,11,Austria,21.431,stroll,2022,Aston Martin
2354,11,Austria,21.206,latifi,2022,Williams
2355,11,Austria,21.444,max_verstappen,2022,Unknown
2356,11,Austria,22.278,bottas,2022,Alfa Romeo
2357,11,Austria,21.731,russell,2022,Mercedes
2358,11,Austria,27.610,gasly,2022,AlphaTauri
2359,11,Austria,22.088,kevin_magnussen,2022,Unknown
2360,11,Austria,22.122,albon,2022,Williams
2361,11,Austria,22.880,mick_schumacher,2022,Unknown
2362,11,Austria,27.324,norris,2022,McLaren
2363,11,Austria,22.109,ocon,2022,Alpine
2364,11,Austria,21.889,ricciardo,2022,McLaren
2365,11,Austria,21.583,vettel,2022,Aston Martin
2366,11,Austria,28.860,zhou,2022,Alfa Romeo
2367,11,Austria,21.519,tsunoda,2022,AlphaTauri
2368,11,Austria,21.319,leclerc,2022,Ferrari
2369,11,Austria,21.952,stroll,2022,Aston Martin
2370,11,Austria,21.492,sainz,2022,Ferrari
2371,11,Austria,22.697,hamilton,2022,Mercedes
2372,11,Austria,21.827,alonso,2022,Alpine
2373,11,Austria,21.650,leclerc,2022,Ferrari
2374,11,Austria,21.319,max_verstappen,2022,Unknown
2375,12,France,36.779,kevin_magnussen,2022,Unknown
2376,12,France,36.704,mick_schumacher,2022,Unknown
2377,12,France,36.444,zhou,2022,Alfa Romeo
2378,12,France,37.648,tsunoda,2022,AlphaTauri
2379,12,France,35.266,max_verstappen,2022,Unknown
2380,12,France,37.189,hamilton,2022,Mercedes
2381,12,France,38.061,perez,2022,Red Bull Racing
2382,12,France,38.277,russell,2022,Mercedes
2383,12,France,36.524,alonso,2022,Alpine
2384,12,France,37.539,norris,2022,McLaren
2385,12,France,44.747,ocon,2022,Alpine
2386,12,France,41.458,sainz,2022,Ferrari
2387,12,France,36.264,ricciardo,2022,McLaren
2388,12,France,39.844,stroll,2022,Aston Martin
2389,12,France,37.380,albon,2022,Williams
2390,12,France,35.969,gasly,2022,AlphaTauri
2391,12,France,37.855,bottas,2022,Alfa Romeo
2392,12,France,36.403,kevin_magnussen,2022,Unknown
2393,12,France,37.003,mick_schumacher,2022,Unknown
2394,12,France,36.671,vettel,2022,Aston Martin
2395,12,France,37.497,latifi,2022,Williams
2396,12,France,50.790,zhou,2022,Alfa Romeo
2397,12,France,36.520,bottas,2022,Alfa Romeo
2398,12,France,36.942,latifi,2022,Williams
2399,13,Hungary,31.224,albon,2022,Williams
2400,13,Hungary,29.641,kevin_magnussen,2022,Unknown
2401,13,Hungary,21.577,tsunoda,2022,AlphaTauri
2402,13,Hungary,23.567,norris,2022,McLaren
2403,13,Hungary,21.779,stroll,2022,Aston Martin
2404,13,Hungary,21.558,ricciardo,2022,McLaren
2405,13,Hungary,21.402,vettel,2022,Aston Martin
2406,13,Hungary,22.763,russell,2022,Mercedes
2407,13,Hungary,21.351,max_verstappen,2022,Unknown
2408,13,Hungary,21.675,gasly,2022,AlphaTauri
2409,13,Hungary,22.820,sainz,2022,Ferrari
2410,13,Hungary,21.118,perez,2022,Red Bull Racing
2411,13,Hungary,21.865,latifi,2022,Williams
2412,13,Hungary,21.699,hamilton,2022,Mercedes
2413,13,Hungary,21.775,leclerc,2022,Ferrari
2414,13,Hungary,22.083,alonso,2022,Alpine
2415,13,Hungary,22.953,mick_schumacher,2022,Unknown
2416,13,Hungary,21.816,albon,2022,Williams
2417,13,Hungary,23.581,ocon,2022,Alpine
2418,13,Hungary,22.272,bottas,2022,Alfa Romeo
2419,13,Hungary,22.321,zhou,2022,Alfa Romeo
2420,13,Hungary,22.016,tsunoda,2022,AlphaTauri
2421,13,Hungary,23.210,kevin_magnussen,2022,Unknown
2422,13,Hungary,21.228,max_verstappen,2022,Unknown
2423,13,Hungary,21.972,leclerc,2022,Ferrari
2424,13,Hungary,21.743,russell,2022,Mercedes
2425,13,Hungary,22.452,latifi,2022,Williams
2426,13,Hungary,24.298,albon,2022,Williams
2427,13,Hungary,22.566,mick_schumacher,2022,Unknown
2428,13,Hungary,21.167,perez,2022,Red Bull Racing
2429,13,Hungary,21.855,norris,2022,McLaren
2430,13,Hungary,21.521,ricciardo,2022,McLaren
2431,13,Hungary,21.615,stroll,2022,Aston Martin
2432,13,Hungary,25.030,vettel,2022,Aston Martin
2433,13,Hungary,21.489,gasly,2022,AlphaTauri
2434,13,Hungary,23.456,sainz,2022,Ferrari
2435,13,Hungary,22.095,hamilton,2022,Mercedes
2436,13,Hungary,28.218,zhou,2022,Alfa Romeo
2437,13,Hungary,22.128,tsunoda,2022,AlphaTauri
2438,13,Hungary,21.544,leclerc,2022,Ferrari
2439,13,Hungary,28.777,latifi,2022,Williams
2440,14,Belgium,24.198,leclerc,2022,Ferrari
2441,14,Belgium,35.825,latifi,2022,Williams
2442,14,Belgium,23.334,albon,2022,Williams
2443,14,Belgium,22.857,gasly,2022,AlphaTauri
2444,14,Belgium,22.543,sainz,2022,Ferrari
2445,14,Belgium,22.641,alonso,2022,Alpine
2446,14,Belgium,26.815,kevin_magnussen,2022,Unknown
2447,14,Belgium,23.085,ricciardo,2022,McLaren
2448,14,Belgium,23.511,ocon,2022,Alpine
2449,14,Belgium,22.825,russell,2022,Mercedes
2450,14,Belgium,23.036,norris,2022,McLaren
2451,14,Belgium,22.349,perez,2022,Red Bull Racing
2452,14,Belgium,23.222,vettel,2022,Aston Martin
2453,14,Belgium,23.744,zhou,2022,Alfa Romeo
2454,14,Belgium,24.158,mick_schumacher,2022,Unknown
2455,14,Belgium,22.882,max_verstappen,2022,Unknown
2456,14,Belgium,23.555,stroll,2022,Aston Martin
2457,14,Belgium,24.168,latifi,2022,Williams
2458,14,Belgium,30.055,tsunoda,2022,AlphaTauri
2459,14,Belgium,22.542,gasly,2022,AlphaTauri
2460,14,Belgium,22.750,sainz,2022,Ferrari
2461,14,Belgium,23.189,leclerc,2022,Ferrari
2462,14,Belgium,23.954,alonso,2022,Alpine
2463,14,Belgium,24.415,albon,2022,Williams
2464,14,Belgium,23.349,stroll,2022,Aston Martin
2465,14,Belgium,22.650,perez,2022,Red Bull Racing
2466,14,Belgium,23.396,kevin_magnussen,2022,Unknown
2467,14,Belgium,23.364,zhou,2022,Alfa Romeo
2468,14,Belgium,22.977,russell,2022,Mercedes
2469,14,Belgium,23.560,norris,2022,McLaren
2470,14,Belgium,22.322,max_verstappen,2022,Unknown
2471,14,Belgium,24.253,tsunoda,2022,AlphaTauri
2472,14,Belgium,24.982,mick_schumacher,2022,Unknown
2473,14,Belgium,23.491,ocon,2022,Alpine
2474,14,Belgium,23.146,ricciardo,2022,McLaren
2475,14,Belgium,22.833,vettel,2022,Aston Martin
2476,14,Belgium,23.414,latifi,2022,Williams
2477,15,Netherlands,22.391,vettel,2022,Aston Martin
2478,15,Netherlands,18.789,gasly,2022,AlphaTauri
2479,15,Netherlands,19.546,ricciardo,2022,McLaren
2480,15,Netherlands,19.578,alonso,2022,Alpine
2481,15,Netherlands,19.548,zhou,2022,Alfa Romeo
2482,15,Netherlands,26.813,mick_schumacher,2022,Unknown
2483,15,Netherlands,18.774,tsunoda,2022,AlphaTauri
2484,15,Netherlands,20.284,latifi,2022,Williams
2485,15,Netherlands,29.705,sainz,2022,Ferrari
