Unnamed: 0,GP,Circuit,PitstopT,Driver,Year,Team
2973,6,Monaco,34.725,hulkenberg,2023,Haas F1 Team
2974,6,Monaco,25.713,leclerc,2023,Ferrari
2975,6,Monaco,29.300,sainz,2023,Ferrari
2976,6,Monaco,51.052,kevin_magnussen,2023,Unknown
2977,6,Monaco,29.337,perez,2023,Red Bull Racing
2978,6,Monaco,25.672,hulkenberg,2023,Haas F1 Team
2979,7,Spain,37.736,norris,2023,McLaren
2980,7,Spain,23.691,bottas,2023,Alfa Romeo
2981,7,Spain,22.298,hulkenberg,2023,Haas F1 Team
2982,7,Spain,23.430,zhou,2023,Alfa Romeo
2983,7,Spain,22.522,de_vries,2023,AlphaTauri
2984,7,Spain,22.176,tsunoda,2023,AlphaTauri
2985,7,Spain,22.124,kevin_magnussen,2023,Unknown
2986,7,Spain,22.112,ocon,2023,Alpine
2987,7,Spain,22.355,stroll,2023,Aston Martin
2988,7,Spain,22.321,sainz,2023,Ferrari
2989,7,Spain,21.778,leclerc,2023,Ferrari
2990,7,Spain,23.319,albon,2023,Williams
2991,7,Spain,22.370,piastri,2023,McLaren
2992,7,Spain,22.583,sargeant,2023,Williams
2993,7,Spain,22.558,alonso,2023,Aston Martin
2994,7,Spain,23.388,gasly,2023,Alpine
2995,7,Spain,22.850,norris,2023,McLaren
2996,7,Spain,22.575,hamilton,2023,Mercedes
2997,7,Spain,24.800,kevin_magnussen,2023,Unknown
2998,7,Spain,22.275,russell,2023,Mercedes
2999,7,Spain,22.241,max_verstappen,2023,Unknown
3000,7,Spain,23.257,hulkenberg,2023,Haas F1 Team
3001,7,Spain,21.775,perez,2023,Red Bull Racing
3002,7,Spain,23.371,stroll,2023,Aston Martin
3003,7,Spain,22.009,tsunoda,2023,AlphaTauri
3004,7,Spain,24.110,ocon,2023,Alpine
3005,7,Spain,22.889,zhou,2023,Alfa Romeo
3006,7,Spain,23.827,sargeant,2023,Williams
3007,7,Spain,23.449,albon,2023,Williams
3008,7,Spain,21.976,de_vries,2023,AlphaTauri
3009,7,Spain,22.862,piastri,2023,McLaren
3010,7,Spain,23.610,gasly,2023,Alpine
3011,7,Spain,24.097,bottas,2023,Alfa Romeo
3012,7,Spain,22.375,sainz,2023,Ferrari
3013,7,Spain,23.003,leclerc,2023,Ferrari
3014,7,Spain,22.291,kevin_magnussen,2023,Unknown
3015,7,Spain,24.484,hulkenberg,2023,Haas F1 Team
3016,7,Spain,22.896,alonso,2023,Aston Martin
3017,7,Spain,22.054,russell,2023,Mercedes
3018,7,Spain,22.731,hamilton,2023,Mercedes
3019,7,Spain,21.537,perez,2023,Red Bull Racing
3020,7,Spain,22.062,norris,2023,McLaren
3021,8,Canada,23.646,tsunoda,2023,AlphaTauri
3022,8,Canada,27.515,gasly,2023,Alpine
3023,8,Canada,24.880,hulkenberg,2023,Haas F1 Team
3024,8,Canada,23.711,stroll,2023,Aston Martin
3025,8,Canada,24.960,de_vries,2023,AlphaTauri
3026,8,Canada,23.644,max_verstappen,2023,Unknown
3027,8,Canada,24.339,hamilton,2023,Mercedes
3028,8,Canada,24.031,alonso,2023,Aston Martin
3029,8,Canada,24.402,ocon,2023,Alpine
3030,8,Canada,24.828,piastri,2023,McLaren
3031,8,Canada,25.862,norris,2023,McLaren
3032,8,Canada,25.064,albon,2023,Williams
3033,8,Canada,24.161,zhou,2023,Alfa Romeo
3034,8,Canada,1:28.943,russell,2023,Mercedes
3035,8,Canada,23.839,stroll,2023,Aston Martin
3036,8,Canada,24.200,hulkenberg,2023,Haas F1 Team
3037,8,Canada,27.509,zhou,2023,Alfa Romeo
3038,8,Canada,24.117,gasly,2023,Alpine
3039,8,Canada,27.523,tsunoda,2023,AlphaTauri
3040,8,Canada,23.570,norris,2023,McLaren
3041,8,Canada,24.909,kevin_magnussen,2023,Unknown
3042,8,Canada,23.698,ocon,2023,Alpine
3043,8,Canada,24.038,bottas,2023,Alfa Romeo
3044,8,Canada,23.281,perez,2023,Red Bull Racing
3045,8,Canada,23.436,piastri,2023,McLaren
3046,8,Canada,24.133,sainz,2023,Ferrari
3047,8,Canada,24.343,leclerc,2023,Ferrari
3048,8,Canada,23.749,hamilton,2023,Mercedes
3049,8,Canada,23.928,alonso,2023,Aston Martin
3050,8,Canada,23.910,max_verstappen,2023,Unknown
3051,8,Canada,23.786,de_vries,2023,AlphaTauri
3052,8,Canada,24.515,kevin_magnussen,2023,Unknown
3053,9,Austria,26.587,kevin_magnussen,2023,Unknown
3054,9,Austria,29.691,tsunoda,2023,AlphaTauri
3055,9,Austria,16.369,max_verstappen,2023,Unknown
3056,9,Austria,16.393,leclerc,2023,Ferrari
3057,9,Austria,16.380,sainz,2023,Ferrari
3058,9,Austria,16.415,hamilton,2023,Mercedes
3059,9,Austria,18.076,norris,2023,McLaren
3060,9,Austria,16.600,alonso,2023,Aston Martin
3061,9,Austria,16.778,hulkenberg,2023,Haas F1 Team
3062,9,Austria,16.646,stroll,2023,Aston Martin
3063,9,Austria,16.380,gasly,2023,Alpine
3064,9,Austria,16.737,albon,2023,Williams
3065,9,Austria,17.946,russell,2023,Mercedes
3066,9,Austria,18.143,ocon,2023,Alpine
3067,9,Austria,17.428,perez,2023,Red Bull Racing
3068,9,Austria,17.467,zhou,2023,Alfa Romeo
3069,9,Austria,17.324,piastri,2023,McLaren
3070,9,Austria,17.337,sargeant,2023,Williams
3071,9,Austria,17.130,bottas,2023,Alfa Romeo
3072,9,Austria,17.033,de_vries,2023,AlphaTauri
3073,9,Austria,25.654,kevin_magnussen,2023,Unknown
3074,9,Austria,16.246,tsunoda,2023,AlphaTauri
3075,9,Austria,24.374,zhou,2023,Alfa Romeo
3076,9,Austria,21.891,hulkenberg,2023,Haas F1 Team
3077,9,Austria,21.333,de_vries,2023,AlphaTauri
3078,9,Austria,21.993,hamilton,2023,Mercedes
3079,9,Austria,21.290,norris,2023,McLaren
3080,9,Austria,21.814,gasly,2023,Alpine
3081,9,Austria,21.562,albon,2023,Williams
3082,9,Austria,22.262,russell,2023,Mercedes
3083,9,Austria,22.028,ocon,2023,Alpine
3084,9,Austria,22.467,piastri,2023,McLaren
3085,9,Austria,23.194,sargeant,2023,Williams
3086,9,Austria,23.425,leclerc,2023,Ferrari
3087,9,Austria,26.283,sainz,2023,Ferrari
3088,9,Austria,22.371,alonso,2023,Aston Martin
3089,9,Austria,24.332,stroll,2023,Aston Martin
3090,9,Austria,31.785,bottas,2023,Alfa Romeo
3091,9,Austria,29.912,piastri,2023,McLaren
3092,9,Austria,27.286,tsunoda,2023,AlphaTauri
3093,9,Austria,21.365,max_verstappen,2023,Unknown
3094,9,Austria,21.655,perez,2023,Red Bull Racing
3095,9,Austria,22.250,kevin_magnussen,2023,Unknown
3096,9,Austria,22.050,stroll,2023,Aston Martin
3097,9,Austria,21.074,de_vries,2023,AlphaTauri
3098,9,Austria,21.910,zhou,2023,Alfa Romeo
3099,9,Austria,30.427,ocon,2023,Alpine
3100,9,Austria,21.975,bottas,2023,Alfa Romeo
3101,9,Austria,22.088,norris,2023,McLaren
3102,9,Austria,21.702,russell,2023,Mercedes
3103,9,Austria,27.683,albon,2023,Williams
3104,9,Austria,22.313,piastri,2023,McLaren
3105,9,Austria,27.724,hamilton,2023,Mercedes
3106,9,Austria,21.543,sargeant,2023,Williams
3107,9,Austria,21.392,tsunoda,2023,AlphaTauri
3108,9,Austria,21.993,alonso,2023,Aston Martin
3109,9,Austria,27.804,gasly,2023,Alpine
3110,9,Austria,28.583,sainz,2023,Ferrari
3111,9,Austria,21.470,leclerc,2023,Ferrari
3112,9,Austria,21.641,max_verstappen,2023,Unknown
3113,9,Austria,21.267,perez,2023,Red Bull Racing
3114,9,Austria,21.837,stroll,2023,Aston Martin
3115,10,Great Britain,41.972,hulkenberg,2023,Haas F1 Team
3116,10,Great Britain,28.353,tsunoda,2023,AlphaTauri
3117,10,Great Britain,28.244,leclerc,2023,Ferrari
3118,10,Great Britain,29.177,zhou,2023,Alfa Romeo
3119,10,Great Britain,28.869,sainz,2023,Ferrari
3120,10,Great Britain,28.242,de_vries,2023,AlphaTauri
3121,10,Great Britain,29.455,russell,2023,Mercedes
3122,10,Great Britain,28.060,perez,2023,Red Bull Racing
3123,10,Great Britain,28.655,piastri,2023,McLaren
3124,10,Great Britain,28.847,sargeant,2023,Williams
3125,10,Great Britain,28.458,gasly,2023,Alpine
3126,10,Great Britain,28.561,stroll,2023,Aston Martin
3127,10,Great Britain,29.634,albon,2023,Williams
3128,10,Great Britain,28.805,leclerc,2023,Ferrari
3129,10,Great Britain,29.662,bottas,2023,Alfa Romeo
3130,10,Great Britain,28.603,tsunoda,2023,AlphaTauri
3131,10,Great Britain,28.413,de_vries,2023,AlphaTauri
3132,10,Great Britain,30.003,hulkenberg,2023,Haas F1 Team
3133,10,Great Britain,29.056,max_verstappen,2023,Unknown
3134,10,Great Britain,28.438,norris,2023,McLaren
3135,10,Great Britain,29.169,hamilton,2023,Mercedes
3136,10,Great Britain,28.679,alonso,2023,Aston Martin
3137,10,Great Britain,28.709,zhou,2023,Alfa Romeo
3138,11,Hungary,22.076,albon,2023,Williams
3139,11,Hungary,21.910,stroll,2023,Aston Martin
3140,11,Hungary,26.170,tsunoda,2023,AlphaTauri
3141,11,Hungary,22.114,bottas,2023,Alfa Romeo
3142,11,Hungary,29.211,zhou,2023,Alfa Romeo
3143,11,Hungary,24.001,sargeant,2023,Williams
3144,11,Hungary,22.753,kevin_magnussen,2023,Unknown
3145,11,Hungary,21.402,sainz,2023,Ferrari
3146,11,Hungary,21.974,hamilton,2023,Mercedes
3147,11,Hungary,22.922,hulkenberg,2023,Haas F1 Team
3148,11,Hungary,21.541,norris,2023,McLaren
3149,11,Hungary,28.404,leclerc,2023,Ferrari
3150,11,Hungary,21.171,piastri,2023,McLaren
3151,11,Hungary,21.958,ricciardo,2023,Unknown
3152,11,Hungary,22.916,alonso,2023,Aston Martin
3153,11,Hungary,21.407,max_verstappen,2023,Unknown
3154,11,Hungary,21.862,perez,2023,Red Bull Racing
3155,11,Hungary,21.886,russell,2023,Mercedes
3156,11,Hungary,22.203,ricciardo,2023,Unknown
3157,11,Hungary,21.762,albon,2023,Williams
3158,11,Hungary,22.403,stroll,2023,Aston Martin
3159,11,Hungary,22.197,sargeant,2023,Williams
3160,11,Hungary,21.955,hulkenberg,2023,Haas F1 Team
3161,11,Hungary,22.853,zhou,2023,Alfa Romeo
3162,11,Hungary,23.242,bottas,2023,Alfa Romeo
3163,11,Hungary,22.152,kevin_magnussen,2023,Unknown
3164,11,Hungary,22.030,piastri,2023,McLaren
3165,11,Hungary,20.880,perez,2023,Red Bull Racing
3166,11,Hungary,21.452,leclerc,2023,Ferrari
3167,11,Hungary,24.152,alonso,2023,Aston Martin
3168,11,Hungary,21.430,norris,2023,McLaren
3169,11,Hungary,22.051,sainz,2023,Ferrari
3170,11,Hungary,21.181,tsunoda,2023,AlphaTauri
3171,11,Hungary,21.675,russell,2023,Mercedes
3172,11,Hungary,21.728,hamilton,2023,Mercedes
3173,12,Belgium,25.012,norris,2023,McLaren
3174,12,Belgium,23.638,kevin_magnussen,2023,Unknown
3175,12,Belgium,22.843,ricciardo,2023,Unknown
3176,12,Belgium,23.085,ocon,2023,Alpine
3177,12,Belgium,23.362,bottas,2023,Alfa Romeo
3178,12,Belgium,25.015,albon,2023,Williams
3179,12,Belgium,23.303,sainz,2023,Ferrari
3180,12,Belgium,24.449,zhou,2023,Alfa Romeo
3181,12,Belgium,23.570,sargeant,2023,Williams
3182,12,Belgium,22.610,tsunoda,2023,AlphaTauri
3183,12,Belgium,23.085,alonso,2023,Aston Martin
3184,12,Belgium,23.090,hamilton,2023,Mercedes
3185,12,Belgium,24.571,hulkenberg,2023,Haas F1 Team
3186,12,Belgium,23.684,perez,2023,Red Bull Racing
3187,12,Belgium,23.224,leclerc,2023,Ferrari
3188,12,Belgium,22.887,max_verstappen,2023,Unknown
3189,12,Belgium,23.744,norris,2023,McLaren
3190,12,Belgium,25.397,stroll,2023,Aston Martin
3191,12,Belgium,23.837,russell,2023,Mercedes
3192,12,Belgium,23.290,ricciardo,2023,Unknown
3193,12,Belgium,25.664,gasly,2023,Alpine
3194,12,Belgium,23.596,albon,2023,Williams
3195,12,Belgium,22.737,tsunoda,2023,AlphaTauri
3196,12,Belgium,23.786,bottas,2023,Alfa Romeo
3197,12,Belgium,25.238,hulkenberg,2023,Haas F1 Team
3198,12,Belgium,23.938,sargeant,2023,Williams
3199,12,Belgium,23.339,ocon,2023,Alpine
3200,12,Belgium,23.572,kevin_magnussen,2023,Unknown
3201,12,Belgium,24.045,zhou,2023,Alfa Romeo
3202,12,Belgium,23.023,hamilton,2023,Mercedes
3203,12,Belgium,23.148,leclerc,2023,Ferrari
3204,12,Belgium,22.710,perez,2023,Red Bull Racing
3205,12,Belgium,23.798,alonso,2023,Aston Martin
3206,12,Belgium,23.012,max_verstappen,2023,Unknown
3207,12,Belgium,23.529,albon,2023,Williams
3208,12,Belgium,23.109,sargeant,2023,Williams
3209,13,Netherlands,22.666,perez,2023,Red Bull Racing
3210,13,Netherlands,32.686,leclerc,2023,Ferrari
3211,13,Netherlands,28.469,gasly,2023,Alpine
3212,13,Netherlands,23.088,zhou,2023,Alfa Romeo
3213,13,Netherlands,32.321,tsunoda,2023,AlphaTauri
3214,13,Netherlands,42.641,lawson,2023,Unknown
3215,13,Netherlands,31.341,kevin_magnussen,2023,Unknown
3216,13,Netherlands,20.379,max_verstappen,2023,Unknown
3217,13,Netherlands,20.647,alonso,2023,Aston Martin
3218,13,Netherlands,20.973,sainz,2023,Ferrari
3219,13,Netherlands,22.534,ocon,2023,Alpine
3220,13,Netherlands,20.170,norris,2023,McLaren
3221,13,Netherlands,20.266,hamilton,2023,Mercedes
3222,13,Netherlands,21.201,russell,2023,Mercedes
3223,13,Netherlands,20.036,stroll,2023,Aston Martin
3224,13,Netherlands,20.137,kevin_magnussen,2023,Unknown
3225,13,Netherlands,19.970,hamilton,2023,Mercedes
3226,13,Netherlands,20.208,stroll,2023,Aston Martin
3227,13,Netherlands,20.231,zhou,2023,Alfa Romeo
3228,13,Netherlands,20.109,alonso,2023,Aston Martin
3229,13,Netherlands,19.511,sainz,2023,Ferrari
3230,13,Netherlands,18.904,tsunoda,2023,AlphaTauri
3231,13,Netherlands,19.795,ocon,2023,Alpine
3232,13,Netherlands,20.395,norris,2023,McLaren
3233,13,Netherlands,30.836,lawson,2023,Unknown
3234,13,Netherlands,20.148,russell,2023,Mercedes
3235,13,Netherlands,19.289,max_verstappen,2023,Unknown
3236,13,Netherlands,19.518,gasly,2023,Alpine
3237,13,Netherlands,27.202,leclerc,2023,Ferrari
3238,13,Netherlands,19.460,perez,2023,Red Bull Racing
3239,13,Netherlands,18.979,piastri,2023,McLaren
3240,13,Netherlands,20.187,bottas,2023,Alfa Romeo
3241,13,Netherlands,20.438,hulkenberg,2023,Haas F1 Team
3242,13,Netherlands,19.607,russell,2023,Mercedes
3243,13,Netherlands,19.653,stroll,2023,Aston Martin
3244,13,Netherlands,19.600,lawson,2023,Unknown
3245,13,Netherlands,19.923,stroll,2023,Aston Martin
3246,13,Netherlands,20.510,kevin_magnussen,2023,Unknown
3247,13,Netherlands,20.469,zhou,2023,Alfa Romeo
3248,13,Netherlands,19.398,sainz,2023,Ferrari
3249,13,Netherlands,18.878,norris,2023,McLaren
3250,13,Netherlands,19.024,ocon,2023,Alpine
3251,13,Netherlands,19.667,albon,2023,Williams
3252,13,Netherlands,18.789,perez,2023,Red Bull Racing
3253,13,Netherlands,19.327,hamilton,2023,Mercedes
3254,13,Netherlands,25.404,gasly,2023,Alpine
3255,13,Netherlands,19.120,piastri,2023,McLaren
3256,13,Netherlands,19.192,lawson,2023,Unknown
3257,13,Netherlands,20.213,bottas,2023,Alfa Romeo
3258,13,Netherlands,25.147,alonso,2023,Aston Martin
3259,13,Netherlands,19.713,hulkenberg,2023,Haas F1 Team
3260,13,Netherlands,18.706,max_verstappen,2023,Unknown
3261,13,Netherlands,19.735,bottas,2023,Alfa Romeo
3262,13,Netherlands,19.307,lawson,2023,Unknown
3263,13,Netherlands,27.596,perez,2023,Red Bull Racing
3264,13,Netherlands,20.417,gasly,2023,Alpine
3265,13,Netherlands,19.838,sainz,2023,Ferrari
3266,13,Netherlands,20.779,hamilton,2023,Mercedes
3267,13,Netherlands,24.019,russell,2023,Mercedes
3268,13,Netherlands,19.871,norris,2023,McLaren
3269,13,Netherlands,22.376,piastri,2023,McLaren
3270,13,Netherlands,20.602,tsunoda,2023,AlphaTauri
3271,13,Netherlands,21.439,zhou,2023,Alfa Romeo
3272,13,Netherlands,21.532,stroll,2023,Aston Martin
3273,13,Netherlands,23.582,hulkenberg,2023,Haas F1 Team
3274,13,Netherlands,23.584,kevin_magnussen,2023,Unknown
3275,13,Netherlands,19.429,max_verstappen,2023,Unknown
3276,13,Netherlands,20.655,alonso,2023,Aston Martin
3277,13,Netherlands,21.300,albon,2023,Williams
3278,13,Netherlands,22.096,ocon,2023,Alpine
3279,13,Netherlands,20.402,max_verstappen,2023,Unknown
3280,13,Netherlands,41:01.612,perez,2023,Red Bull Racing
3281,13,Netherlands,40:43.212,norris,2023,McLaren
3282,13,Netherlands,40:46.251,russell,2023,Mercedes
3283,13,Netherlands,40:43.475,albon,2023,Williams
3284,13,Netherlands,40:34.653,piastri,2023,McLaren
3285,13,Netherlands,40:32.201,ocon,2023,Alpine
3286,13,Netherlands,40:14.895,tsunoda,2023,AlphaTauri
3287,13,Netherlands,40:10.734,stroll,2023,Aston Martin
3288,13,Netherlands,40:10.704,hulkenberg,2023,Haas F1 Team
3289,13,Netherlands,40:05.113,bottas,2023,Alfa Romeo
3290,13,Netherlands,39:56.340,lawson,2023,Unknown
3291,13,Netherlands,39:54.733,kevin_magnussen,2023,Unknown
3292,13,Netherlands,41:23.382,max_verstappen,2023,Unknown
3293,13,Netherlands,40:55.302,alonso,2023,Aston Martin
3294,13,Netherlands,40:43.169,gasly,2023,Alpine
3295,13,Netherlands,40:43.147,sainz,2023,Ferrari
3296,13,Netherlands,40:31.108,hamilton,2023,Mercedes
3297,13,Netherlands,35.592,perez,2023,Red Bull Racing
3298,13,Netherlands,44.272,norris,2023,McLaren
3299,13,Netherlands,39.845,russell,2023,Mercedes
3300,13,Netherlands,39.234,albon,2023,Williams
3301,13,Netherlands,38.453,piastri,2023,McLaren
3302,13,Netherlands,37.037,ocon,2023,Alpine
3303,13,Netherlands,34.901,tsunoda,2023,AlphaTauri
3304,13,Netherlands,33.553,stroll,2023,Aston Martin
3305,13,Netherlands,32.884,hulkenberg,2023,Haas F1 Team
3306,13,Netherlands,32.518,bottas,2023,Alfa Romeo
3307,13,Netherlands,31.306,lawson,2023,Unknown
3308,13,Netherlands,30.628,kevin_magnussen,2023,Unknown
3309,14,Monza,27.376,gasly,2023,Alpine
3310,14,Monza,24.396,zhou,2023,Alfa Romeo
3311,14,Monza,24.660,kevin_magnussen,2023,Unknown
3312,14,Monza,24.212,lawson,2023,Unknown
3313,14,Monza,26.095,hulkenberg,2023,Haas F1 Team
3314,14,Monza,24.779,sargeant,2023,Williams
3315,14,Monza,24.538,albon,2023,Williams
3316,14,Monza,25.183,sainz,2023,Ferrari
3317,14,Monza,24.215,russell,2023,Mercedes
3318,14,Monza,24.228,max_verstappen,2023,Unknown
3319,14,Monza,23.931,leclerc,2023,Ferrari
3320,14,Monza,25.667,stroll,2023,Aston Martin
3321,14,Monza,23.819,perez,2023,Red Bull Racing
3322,14,Monza,24.798,alonso,2023,Aston Martin
3323,14,Monza,23.727,norris,2023,McLaren
3324,14,Monza,24.133,piastri,2023,McLaren
3325,14,Monza,24.249,ocon,2023,Alpine
3326,14,Monza,24.658,bottas,2023,Alfa Romeo
3327,14,Monza,24.255,hamilton,2023,Mercedes
3328,14,Monza,24.686,gasly,2023,Alpine
3329,14,Monza,24.281,lawson,2023,Unknown
3330,14,Monza,25.959,zhou,2023,Alfa Romeo
3331,14,Monza,24.765,kevin_magnussen,2023,Unknown
3332,14,Monza,24.328,hulkenberg,2023,Haas F1 Team
3333,15,Singapore,30.032,zhou,2023,Alfa Romeo
3334,15,Singapore,1:03.543,sargeant,2023,Williams
3335,15,Singapore,29.499,sainz,2023,Ferrari
3336,15,Singapore,32.888,leclerc,2023,Ferrari
3337,15,Singapore,29.976,russell,2023,Mercedes
3338,15,Singapore,29.485,norris,2023,McLaren
3339,15,Singapore,32.631,hamilton,2023,Mercedes
3340,15,Singapore,30.670,alonso,2023,Aston Martin
3341,15,Singapore,29.755,ocon,2023,Alpine
3342,15,Singapore,31.475,kevin_magnussen,2023,Unknown
3343,15,Singapore,35.497,hulkenberg,2023,Haas F1 Team
3344,15,Singapore,31.802,gasly,2023,Alpine
3345,15,Singapore,32.348,lawson,2023,Unknown
3346,15,Singapore,29.369,piastri,2023,McLaren
3347,15,Singapore,30.138,albon,2023,Williams
3348,15,Singapore,30.637,zhou,2023,Alfa Romeo
3349,15,Singapore,28.977,perez,2023,Red Bull Racing
3350,15,Singapore,29.698,max_verstappen,2023,Unknown
3351,15,Singapore,30.487,bottas,2023,Alfa Romeo
3352,15,Singapore,29.787,albon,2023,Williams
3353,15,Singapore,33.078,kevin_magnussen,2023,Unknown
3354,15,Singapore,31.018,sargeant,2023,Williams
3355,15,Singapore,30.039,russell,2023,Mercedes
3356,15,Singapore,33.581,hamilton,2023,Mercedes
3357,16,Japan,50.143,albon,2023,Williams
3358,16,Japan,41.041,zhou,2023,Alfa Romeo
3359,16,Japan,27.056,ocon,2023,Alpine
3360,16,Japan,55.802,bottas,2023,Alfa Romeo
3361,16,Japan,32.450,perez,2023,Red Bull Racing
3362,16,Japan,32.715,sargeant,2023,Williams
3363,16,Japan,43.868,sargeant,2023,Williams
3364,16,Japan,53.512,bottas,2023,Alfa Romeo
3365,16,Japan,23.520,hulkenberg,2023,Haas F1 Team
3366,16,Japan,22.944,tsunoda,2023,AlphaTauri
3367,16,Japan,23.136,lawson,2023,Unknown
3368,16,Japan,24.091,zhou,2023,Alfa Romeo
3369,16,Japan,24.086,alonso,2023,Aston Martin
3370,16,Japan,41.499,perez,2023,Red Bull Racing
3371,16,Japan,23.816,kevin_magnussen,2023,Unknown
3372,16,Japan,24.455,piastri,2023,McLaren
3373,16,Japan,52.165,albon,2023,Williams
3374,16,Japan,23.441,stroll,2023,Aston Martin
3375,16,Japan,41:25.913,perez,2023,Red Bull Racing
3376,16,Japan,24.382,max_verstappen,2023,Unknown
3377,16,Japan,24.841,hamilton,2023,Mercedes
3378,16,Japan,23.523,norris,2023,McLaren
3379,16,Japan,23.197,leclerc,2023,Ferrari
3380,16,Japan,23.075,sainz,2023,Ferrari
3381,16,Japan,24.488,gasly,2023,Alpine
3382,16,Japan,23.660,hulkenberg,2023,Haas F1 Team
3383,16,Japan,35.182,sargeant,2023,Williams
3384,16,Japan,24.034,russell,2023,Mercedes
3385,16,Japan,24.294,alonso,2023,Aston Martin
3386,16,Japan,23.671,lawson,2023,Unknown
3387,16,Japan,23.789,ocon,2023,Alpine
3388,16,Japan,24.116,zhou,2023,Alfa Romeo
3389,16,Japan,23.327,tsunoda,2023,AlphaTauri
3390,16,Japan,23.858,kevin_magnussen,2023,Unknown
3391,16,Japan,22.926,leclerc,2023,Ferrari
3392,16,Japan,23.631,hamilton,2023,Mercedes
3393,16,Japan,24.651,gasly,2023,Alpine
3394,16,Japan,23.198,piastri,2023,McLaren
3395,16,Japan,23.182,norris,2023,McLaren
3396,16,Japan,23.696,max_verstappen,2023,Unknown
3397,16,Japan,23.338,hulkenberg,2023,Haas F1 Team
3398,16,Japan,23.374,sainz,2023,Ferrari
3399,17,Qatar,39.686,russell,2023,Mercedes
3400,17,Qatar,29.977,bottas,2023,Alfa Romeo
3401,17,Qatar,28.743,kevin_magnussen,2023,Unknown
3402,17,Qatar,28.886,stroll,2023,Aston Martin
3403,17,Qatar,29.330,lawson,2023,Unknown
3404,17,Qatar,27.781,tsunoda,2023,AlphaTauri
3405,17,Qatar,28.961,ocon,2023,Alpine
3406,17,Qatar,28.373,alonso,2023,Aston Martin
3407,17,Qatar,28.429,gasly,2023,Alpine
3408,17,Qatar,28.875,piastri,2023,McLaren
3409,17,Qatar,28.228,leclerc,2023,Ferrari
3410,17,Qatar,28.134,norris,2023,McLaren
3411,17,Qatar,39.879,hulkenberg,2023,Haas F1 Team
3412,17,Qatar,29.436,sargeant,2023,Williams
3413,17,Qatar,28.542,russell,2023,Mercedes
3414,17,Qatar,28.233,max_verstappen,2023,Unknown
3415,17,Qatar,27.808,perez,2023,Red Bull Racing
3416,17,Qatar,29.253,albon,2023,Williams
3417,17,Qatar,28.984,zhou,2023,Alfa Romeo
3418,17,Qatar,29.387,bottas,2023,Alfa Romeo
3419,17,Qatar,28.156,stroll,2023,Aston Martin
3420,17,Qatar,28.948,kevin_magnussen,2023,Unknown
3421,17,Qatar,28.665,lawson,2023,Unknown
3422,17,Qatar,27.596,tsunoda,2023,AlphaTauri
3423,17,Qatar,27.868,piastri,2023,McLaren
3424,17,Qatar,27.873,leclerc,2023,Ferrari
3425,17,Qatar,28.969,ocon,2023,Alpine
3426,17,Qatar,28.432,alonso,2023,Aston Martin
3427,17,Qatar,30.192,gasly,2023,Alpine
3428,17,Qatar,29.373,sargeant,2023,Williams
3429,17,Qatar,27.611,norris,2023,McLaren
3430,17,Qatar,28.274,hulkenberg,2023,Haas F1 Team
3431,17,Qatar,33.246,perez,2023,Red Bull Racing
3432,17,Qatar,28.747,albon,2023,Williams
3433,17,Qatar,28.314,russell,2023,Mercedes
3434,17,Qatar,28.103,max_verstappen,2023,Unknown
3435,17,Qatar,28.854,zhou,2023,Alfa Romeo
3436,17,Qatar,28.946,bottas,2023,Alfa Romeo
3437,17,Qatar,29.399,stroll,2023,Aston Martin
3438,17,Qatar,30.331,kevin_magnussen,2023,Unknown
3439,17,Qatar,28.171,lawson,2023,Unknown
3440,17,Qatar,28.591,hulkenberg,2023,Haas F1 Team
3441,17,Qatar,27.809,tsunoda,2023,AlphaTauri
3442,17,Qatar,27.489,piastri,2023,McLaren
3443,17,Qatar,27.513,leclerc,2023,Ferrari
3444,17,Qatar,29.169,ocon,2023,Alpine
3445,17,Qatar,33.165,perez,2023,Red Bull Racing
3446,17,Qatar,27.677,norris,2023,McLaren
3447,17,Qatar,28.393,alonso,2023,Aston Martin
3448,17,Qatar,34.856,gasly,2023,Alpine
3449,17,Qatar,28.981,albon,2023,Williams
3450,17,Qatar,28.191,russell,2023,Mercedes
3451,17,Qatar,29.726,max_verstappen,2023,Unknown
3452,18,Austin,25.636,zhou,2023,Alfa Romeo
3453,18,Austin,24.563,albon,2023,Williams
3454,18,Austin,24.783,bottas,2023,Alfa Romeo
3455,18,Austin,25.067,kevin_magnussen,2023,Unknown
3456,18,Austin,24.990,sargeant,2023,Williams
3457,18,Austin,23.756,max_verstappen,2023,Unknown
3458,18,Austin,24.155,norris,2023,McLaren
3459,18,Austin,23.668,sainz,2023,Ferrari
3460,18,Austin,24.245,perez,2023,Red Bull Racing
3461,18,Austin,24.354,tsunoda,2023,AlphaTauri
3462,18,Austin,23.900,gasly,2023,Alpine
3463,18,Austin,25.055,alonso,2023,Aston Martin
3464,18,Austin,26.573,hulkenberg,2023,Haas F1 Team
3465,18,Austin,24.916,hamilton,2023,Mercedes
3466,18,Austin,24.457,stroll,2023,Aston Martin
3467,18,Austin,24.357,russell,2023,Mercedes
3468,18,Austin,23.963,ricciardo,2023,Unknown
3469,18,Austin,23.963,leclerc,2023,Ferrari
3470,18,Austin,24.717,zhou,2023,Alfa Romeo
3471,18,Austin,25.020,bottas,2023,Alfa Romeo
3472,18,Austin,24.354,albon,2023,Williams
